Id	Desc	SceneID	DataID	PosX	PosZ	FaceDirection
64	亡魂刀客	2	20205	2777.0	6408.0	-105.0
65	亡魂刀客	2	20205	3083.0	6546.0	-105.0
66	亡魂刀客	2	20205	3140.0	7095.0	-105.0
67	亡魂刀客	2	20205	3293.0	6783.0	-105.0
68	狼烟	2	20301	2668.0	5359.0	-462.0
73	野狼	3	30202	3032.0	5145.0	-157.0
74	野狼	3	30202	3012.0	5425.0	-157.0
75	野狼	3	30202	2709.0	4993.0	-157.0
76	野狼	3	30202	2836.0	5208.0	-157.0
77	野狼	3	30202	3053.0	4840.0	-157.0
78	野狼	3	30202	3251.0	5041.0	-157.0
79	野狼	3	30202	3434.0	5216.0	-157.0
80	窃贼	3	30203	3812.0	1991.0	-207.0
81	窃贼	3	30203	4022.0	1882.0	-207.0
82	窃贼	3	30203	3770.0	1768.0	-207.0
83	窃贼	3	30203	3501.0	1776.0	-207.0
84	窃贼	3	30203	3557.0	2032.0	-207.0
85	窃贼	3	30203	4021.0	2146.0	-207.0
86	窃贼	3	30203	3305.0	1946.0	-207.0
87	窃贼	3	30203	4217.0	2090.0	-207.0
88	窃贼	3	30203	6270.0	2369.0	-207.0
89	窃贼	3	30203	6005.0	2366.0	-207.0
90	窃贼	3	30203	6483.0	2206.0	-207.0
91	窃贼	3	30203	6284.0	1836.0	-207.0
92	窃贼	3	30203	6281.0	2093.0	-207.0
93	野猪	3	30204	5223.0	5065.0	-287.0
94	野猪	3	30204	5262.0	4848.0	-287.0
95	野猪	3	30204	5516.0	5146.0	-287.0
96	野猪	3	30204	5020.0	5268.0	-287.0
97	野猪	3	30204	5373.0	5304.0	-287.0
98	野猪	3	30204	4936.0	5042.0	-287.0
99	野猪	3	30204	5511.0	4955.0	-287.0
100	野猪	3	30204	4696.0	5126.0	-287.0
101	草药	3	30301	1894.0	4470.0	-287.0
105	铁骑兵	4	40201	10957.0	10299.0	-112.0
106	铁骑兵	4	40201	11336.0	10362.0	-112.0
107	铁骑兵	4	40201	11113.0	10696.0	-112.0
108	铁骑兵	4	40201	10764.0	10677.0	-112.0
109	铁骑兵	4	40201	10615.0	10103.0	-112.0
110	铁骑兵	4	40201	11311.0	9963.0	-112.0
111	铁骑兵	4	40201	10936.0	9850.0	-112.0
112	铁骑兵	4	40201	10542.0	10429.0	-112.0
113	铁骑兵	4	40201	11671.0	9944.0	-112.0
114	铁骑兵	4	40201	10295.0	10146.0	-112.0
115	铁骑兵	4	40201	10255.0	10509.0	-112.0
116	铁骑兵	4	40201	13634.0	7309.0	-455.0
117	铁骑兵	4	40201	13377.0	7606.0	-112.0
118	铁骑兵	4	40201	13873.0	7498.0	-112.0
119	铁骑兵	4	40201	13615.0	7726.0	-112.0
120	铁骑兵	4	40201	13288.0	7946.0	-112.0
121	华雄	4	40202	14438.0	8101.0	-262.0
122	精锐步兵	4	40203	2105.0	9622.0	0.0
123	精锐步兵	4	40203	1897.0	9032.0	0.0
124	精锐步兵	4	40203	1950.0	9359.0	0.0
125	精锐步兵	4	40203	1756.0	9650.0	0.0
126	精锐步兵	4	40203	2281.0	9154.0	0.0
127	精锐步兵	4	40203	1863.0	10267.0	0.0
128	精锐步兵	4	40203	2257.0	10229.0	0.0
129	精锐步兵	4	40203	2887.0	8804.0	0.0
130	精锐步兵	4	40203	2390.0	9920.0	0.0
131	精锐步兵	4	40203	1655.0	9955.0	0.0
132	精锐步兵	4	40203	2021.0	9958.0	0.0
133	精锐步兵	4	40203	2224.0	10578.0	0.0
134	精锐步兵	4	40203	2417.0	9461.0	0.0
135	精锐步兵	4	40203	2686.0	9112.0	0.0
136	奉先亲卫	4	40204	7978.0	3875.0	-338.0
137	奉先亲卫	4	40204	7327.0	4437.0	-338.0
138	奉先亲卫	4	40204	8134.0	4247.0	-338.0
139	奉先亲卫	4	40204	8523.0	3931.0	-338.0
140	奉先亲卫	4	40204	7471.0	4004.0	-338.0
141	奉先亲卫	4	40204	7618.0	3706.0	-338.0
142	奉先亲卫	4	40204	8545.0	4187.0	-338.0
143	奉先亲卫	4	40204	8288.0	3563.0	-338.0
144	奉先亲卫	4	40204	7860.0	3494.0	-338.0
145	奉先亲卫	4	40204	7734.0	4346.0	-338.0
146	龙骨草	4	40301	4019.0	10917.0	-244.0
