Id	Desc	Name	Icon	Tips	ClassID	SubClassID	ThirdClassID	Quality	MinLevelRequire	MaxLevelRequire	CanUse	BindType	CanSell	SellPrice	SellMoneyType	MaxStackSize	ProfessionRequire	SortId	CompoundType	CompondLevel	MaxStorageCount	HyperLinkColor	SoundID	ExistTime	DropIcon	DropScaling	DropEffectId	CanThrow	Exp	IsCanConsign	IsCanCangKu	IsCanQianKunDai	IsCanBatchUse	IsNeedAddRemind
8	测试用	GM剑-天山	wuqi_dali_10	少侠，愿你有一份不悔的姻缘	1	1	1	1	1	200	0	0	1	1	0	1	1	1000	1	1	1	1	1	-1	DiaoLuo_WuQi_DaLi	0.005	-1	0	100	0	1	0	1	0
9	测试用	GM剑-大理	wuqi_dali_10	少侠，愿你有一份不悔的姻缘	1	1	1	1	1	200	0	0	1	1	0	1	2	1000	1	1	1	1	1	-1	DiaoLuo_WuQi_DaLi	0.005	-1	0	100	0	1	0	1	0
10	测试用	GM剑-逍遥	wuqi_dali_10	传说中留美酱用过的武器	1	1	1	1	1	200	0	0	1	1	0	1	3	1000	1	1	1	1	1	-1	DiaoLuo_WuQi_DaLi	0.005	-1	0	100	0	1	0	1	0
11	测试用	GM剑-丐帮	wuqi_dali_10	少侠，愿你有一份不悔的姻缘	1	1	1	1	1	200	0	0	1	1	0	1	4	1000	1	1	1	1	1	-1	DiaoLuo_WuQi_DaLi	0.005	-1	0	100	0	1	0	1	0
12	测试用	护腕	XiuHuaXie	护腕	1	5	1	5	1	200	0	0	1	2	0	1	1	1000	1	1	9999	5	1	-1	DiaoLuo_HuWan	0.005	-1	0	100	0	1	0	1	0
13	测试用	鞋子	XiuHuaXie	鞋子	1	6	1	5	1	200	0	0	1	2	0	1	1	1000	1	1	9999	5	1	-1	DiaoLuo_WuQi_ShaoLin	0.005	-1	0	100	0	1	0	1	0
14	测试用	饰品1	XiuHuaXie	饰品1	1	7	1	5	1	200	0	0	1	2	0	1	1	1000	1	1	9999	5	1	-1	DiaoLuo_WuQi_ShaoLin	0.005	-1	0	150	0	1	0	1	0
15	测试用	饰品2	XiuHuaXie	饰品2	1	8	1	5	1	200	0	0	1	2	0	1	1	1000	1	1	9999	5	1	-1	DiaoLuo_WuQi_ShaoLin	0.005	-1	0	150	0	1	0	1	0
16	测试用	坐骑	XiuHuaXie	坐骑	8	1	1	4	1	200	0	0	1	1	0	1	-1	3000	1	1	9999	4	1	-1	DiaoLuo_ZuoQi	0.005	-1	0	0	0	1	0	1	0
17	测试用	时装	XiuHuaXie	时装	7	1	1	4	1	200	0	0	1	1	0	1	-1	4000	1	1	9999	4	1	-1	DiaoLuo_ShiZhuang	0.005	-1	0	0	0	1	0	1	0
18	测试用	伙伴令牌	XiuHuaXie	伙伴令牌	9	1	1	4	1	200	0	0	1	1	0	1	-1	9000	1	1	9999	4	1	-1	DiaoLuo_HuoBanLingPai	0.005	-1	0	0	0	1	0	1	0
19	测试用	打造图	XiuHuaXie	打造图	2	1	1	1	1	200	0	0	1	1	0	1	-1	7200	1	1	9999	1	1	-1	DiaoLuo_DaZaoTu	0.005	-1	0	0	0	1	0	1	0
20	测试用	生活材料	XiuHuaXie	生活材料	2	2	1	1	1	200	0	0	1	1	0	999	-1	6800	1	1	9999	1	1	-1	DiaoLuo_DaZaoCaiLiao	0.005	-1	0	0	0	1	0	1	0
21	测试用	庄园种子	XiuHuaXie	庄园种子	2	3	1	1	1	200	0	0	1	1	0	999	-1	6801	1	1	9999	1	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
22	测试用	宝石	XiuHuaXie	宝石	3	1	1	3	1	200	0	0	1	1	0	99	-1	9100	1	1	9999	3	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
23	装备强化材料	玄铁	hongsexuantie	色泽深黑，隐隐透出红光，极为沉重；乃是装备强化材料，提供500点强化经验。10个玄铁可通过乾坤袋升级为1个精钢。	3	2	1	3	1	200	0	2	1	1	0	99	-1	8900	1	1	9999	3	1	-1	DiaoLuo_XuanTie	0.005	-1	0	500	0	1	1	1	0
24	装备强化材料	打星石	daxingshi	若星之恒，若石之坚。乃是装备打星材料，可提升装备属性。	3	3	1	3	1	200	0	2	1	1	0	999	-1	8800	1	1	9999	3	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
25	测试用	伙伴技能书	XiuHuaXie	伙伴技能书	3	4	1	3	1	200	0	1	1	1	0	99	-1	7300	1	1	9999	3	1	-1	DiaoLuo_HuoBanLingPai	0.005	-1	0	0	0	1	0	1	0
26	测试用	测试用-伙伴资质丹	XiuHuaXie	测试用-伙伴资质丹	3	5	1	3	1	200	0	1	1	1	0	99	-1	7100	1	1	9999	3	1	-1	DiaoLuo_HuoBanLingPai	0.005	-1	0	0	0	1	0	1	0
27	测试用	修炼丹	XiuHuaXie	修炼丹	3	6	1	3	1	200	0	1	1	1	0	99	-1	8700	1	1	9999	3	1	-1	DiaoLuo_ZhenZhu	0.005	-1	0	0	0	1	0	1	0
28	美人材料	冰魄神丹	BaoDan	传说为龙王之子的内丹，可令人容颜不老。赠之于美人，可使美人进化，提升属性。	3	7	1	3	1	200	0	2	1	1	0	999	-1	7600	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
29	绑定元宝	绑定元宝	XiuHuaXie	绑定元宝	4	1	1	2	1	200	0	1	1	1	0	99	-1	9400	1	1	9999	2	1	-1	DiaoLuo_YuanBao	0.005	-1	0	0	0	1	0	1	0
30	金币	金币	jinbi	金币	4	2	1	2	1	200	0	1	1	1	0	99	-1	9300	1	1	9999	2	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
31	礼包	礼包	XiuHuaXie	礼包	4	3	1	2	1	200	1	1	1	1	0	99	-1	9500	1	1	9999	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
32	体能药	体能药	XiuHuaXie	体能药	4	4	1	2	1	200	1	1	1	1	0	99	-1	8600	1	1	9999	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
33	经验丹	经验丹	XiuHuaXie	经验丹	4	5	1	2	1	200	1	1	1	1	0	99	-1	8500	1	1	9999	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
34	双倍丹绑定	玉灵丹	renwushuangbei	具有提神醒脑之功效；使用后1小时内杀敌所获得的经验奖励额外提高100%。重复使用可叠加持续时间。	4	6	1	5	1	200	1	1	1	1	0	99	-1	8400	1	1	9999	2	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
35	喇叭	喇叭	XiuHuaXie	喇叭	4	7	1	2	1	200	1	1	1	1	0	99	-1	8300	1	1	9999	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
36	测试用	九花玉露丸	XiuHuaXie	红药	5	1	1	1	1	200	1	1	1	1	0	99	-1	8200	1	1	9999	1	1	-1	DiaoLuo_HongYao	0.005	-1	0	0	0	1	0	1	0
37	测试用	雪莲凝气散	XiuHuaXie	蓝药	5	2	1	1	1	200	1	1	1	1	0	99	-1	8200	1	1	9999	1	1	-1	DiaoLuo_LanYao	0.005	-1	0	0	0	1	0	1	0
38	测试用	属性增强	XiuHuaXie	属性增强	5	3	1	1	1	200	1	1	1	1	0	99	-1	8000	1	1	9999	1	1	-1	DiaoLuo_ShuXingYao	0.005	-1	0	0	0	1	0	1	0
39	测试用	任务道具	XiuHuaXie	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9998	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
40	佣兵令牌	剑宗弟子	YongBingLingPai	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9997	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
41	狼毫	狼毫	LangHao	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9996	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
42	黑豹胆	黑豹胆	BaoDan	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9995	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
43	草药	草药	CaoYao	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9994	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
44	十里断魂烟	十里断魂烟	DuanHunYan	任务道具	6	1	1	1	1	200	1	1	0	0	0	99	-1	9999	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
45	绣花鞋	绣花鞋	XiuHuaXie	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9993	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
46	【同34】双倍丹绑定	玉灵丹	renwushuangbei	绑定	4	6	1	5	1	200	1	1	1	1	0	99	-1	8400	1	1	9999	2	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
47	【同34】双倍丹绑定	玉灵丹	renwushuangbei	具有提神醒脑之功效；使用后1小时内杀敌所获得的经验奖励额外提高100%。重复使用可叠加持续时间。	4	6	1	5	1	200	1	1	1	1	0	99	-1	8400	1	1	9999	2	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
48	结婚戒指 - 求婚前	一见倾心（奢）	jiezhi_07	[ffff33]关关雎鸠，在河之洲。窈窕淑女，君子好逑。[33cc66]使用：向心爱的人求婚。[ffff33]唯一物品，不可重复获得，成亲后可在苏州[迎宾]处免费开启一次花车巡游。	6	1	1	4	1	200	0	2	0	0	0	1	-1	9999	1	1	1	4	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	0	1	0	1	0
49	结婚礼包	结婚礼包	liwuhezi	[33cc66]开启可获得如下物品：[时装：新婚礼服]、[坐骑：结婚马车][ffff33]唯一物品，不可重复获得	4	8	1	4	1	200	1	1	0	0	0	1	-1	9500	1	1	1	4	-1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
50	结婚戒指 - 结婚后	鸳鸯戏水	jiezhi_08	[ffff33]关关雎鸠，在河之洲。窈窕淑女，君子好逑。[33cc66]结婚纪念戒指[ffff33]唯一物品，不可重复获得。使用后可传送到配偶身边，特殊场景除外，冷却时间5分钟。	6	2	1	4	1	200	1	1	0	0	0	1	-1	9999	1	1	1	4	-1	-1	DiaoLuo_JieZhi	0.005	-1	1	0	0	0	0	1	0
51	豺肉	豺肉	BaoDan	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
52	真气修炼丹	真气丹	BaoDan	服用后可以增加1000点真气	3	6	1	3	1	200	1	1	1	1	0	99	-1	9992	1	1	9999	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	1	0	1	0
53	书信	书信	LangHao	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9991	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
54	老虎肉	老虎肉	BaoDan	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
55	酒葫芦	酒葫芦	BaoDan	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
56	玄铁	玄铁	LangHao	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9990	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
57	灵芝	灵芝	BaoDan	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9989	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
58	魂玉	魂玉	CaoYao	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9988	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
59	雾影寻踪	雾影寻踪	wuyingxunzong	追踪道具	2	1	1	1	1	200	0	2	1	1	0	999	-1	9999	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
60	装备强化材料	精钢	hongsexuantie	色泽灰白，隐隐透出金光，质地极为坚硬；乃是高级装备强化材料，提供5000点强化经验。10个精钢可通过乾坤袋升级为1个乌金。	3	2	1	4	1	200	0	2	1	1	0	999	-1	8900	1	1	9999	4	1	-1	DiaoLuo_XuanTie	0.005	-1	0	5000	0	1	1	1	0
61	装备强化材料	乌金	hongsexuantie	从天而降的异质金属，色泽乌黑，通体闪耀金光，质地极为坚韧；乃是顶级装备强化材料，提供50000点强化经验。	3	2	1	5	1	200	0	2	1	1	0	999	-1	8900	1	1	9999	5	1	-1	DiaoLuo_XuanTie	0.005	-1	0	50000	0	1	0	1	0
62	皮货	皮货	LangHao	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9990	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
63	宝丹	宝丹	BaoDan	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9989	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
64	草药	草药	CaoYao	任务道具	6	1	1	1	1	200	0	1	0	0	0	99	-1	9988	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
104	宝石炼化符	宝石炼化符	dazaotu	将此道具和一颗宝石放入乾坤袋合成，可得到相同等级的随机属性宝石。	3	3	1	1	1	200	0	0	1	1	0	999	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	1	1	1	0
105	美人碎片转化符	美人碎片转化符	peifang	将此道具和任意美人碎片放入乾坤袋合成，可随机得到一张新的美人碎片。	3	3	1	1	1	200	0	0	1	1	0	999	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	1	1	1	0
106	技能书重修之笔	重修之笔	maobi	将此道具和任意伙伴技能书放入乾坤袋合成，可随机得到一本新的随机品质的伙伴技能书。	3	4	1	2	1	200	0	0	1	1	0	999	-1	9992	1	1	9999	2	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	1	1	1	1	0
2000	40级戒指打造图	40级戒指打造图	dazaotu	打造紫夜戒指（40级）的必备材料。戒指可能被打造成绿色至橙色品质。可在商城购买，或参加帮战、世界BOSS活动获得。	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	1	1	0
2001	60级戒指打造图	60级戒指打造图	dazaotu	打造百川戒指（60级）的必备材料。戒指可能被打造成绿色至橙色品质。可在商城购买，或参加帮战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2002	80级戒指打造图	80级戒指打造图	dazaotu	打造妖言戒指（80级）的必备材料。戒指可能被打造成绿色至橙色品质。可在商城购买，或参加帮战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2003	100级戒指打造图	100级戒指打造图	dazaotu	打造破魂戒指（100级）的必备材料。戒指可能被打造成绿色至橙色品质。可在商城购买，或参加帮战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2004	110级戒指打造图	110级戒指打造图	dazaotu	110级戒指打造图	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2005	120级戒指打造图	120级戒指打造图	dazaotu	120级戒指打造图	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2006	40级护符打造图	40级护符打造图	dazaotu	打造碧流护符（40级）的必备材料。护符可能被打造成绿色至橙色品质。可在商城购买，或参加帮战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2007	60级护符打造图	60级护符打造图	dazaotu	打造青语护符（60级）的必备材料。护符可能被打造成绿色至橙色品质。可在商城购买，或参加帮战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2008	80级护符打造图	80级护符打造图	dazaotu	打造玄蝶护符（80级）的必备材料。护符可能被打造成绿色至橙色品质。可在商城购买，或参加帮战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2009	100级护符打造图	100级护符打造图	dazaotu	打造暗丝护符（100级）的必备材料。护符可能被打造成绿色至橙色品质。可在商城购买，或参加帮战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2010	110级护符打造图	110级护符打造图	dazaotu	110级护符打造图	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2011	120级护符打造图	120级护符打造图	dazaotu	120级护符打造图	2	1	1	3	1	200	0	0	1	1	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2012	一品锻石	一品锻石	dazaocailiao	打造紫夜戒指（40级）百川戒指（60级）的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	1	1	200	0	0	1	1	0	999	-1	6801	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	1	1	0
2013	二品锻石	二品锻石	dazaocailiao	打造百川戒指（60级）妖言戒指（80级）的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	2	1	200	0	0	1	1	0	999	-1	6802	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2014	三品锻石	三品锻石	dazaocailiao	打造妖言戒指（80级）破魂戒指（100级）的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	3	1	200	0	0	1	1	0	999	-1	6803	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2015	四品锻石	四品锻石	dazaocailiao	打造破魂戒指（100级）的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	4	1	200	0	0	1	1	0	999	-1	6804	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2016	五品锻石	五品锻石	dazaocailiao	五品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6805	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2017	六品锻石	六品锻石	dazaocailiao	六品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6806	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2018	七品锻石	七品锻石	dazaocailiao	七品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6807	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2019	八品锻石	八品锻石	dazaocailiao	八品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6808	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2020	九品锻石	九品锻石	dazaocailiao	九品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6809	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2021	一品璞玉	一品璞玉	dazaocailiao2	打造碧流护符（40级）青语护符（60级）的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	1	1	200	0	0	1	1	0	999	-1	6810	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	1	1	0
2022	二品璞玉	二品璞玉	dazaocailiao2	打造青语护符（60级）玄蝶护符（80级）的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	2	1	200	0	0	1	1	0	999	-1	6811	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2023	三品璞玉	三品璞玉	dazaocailiao2	打造玄蝶护符（80级）暗丝护符（100级）的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	3	1	200	0	0	1	1	0	999	-1	6812	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2024	四品璞玉	四品璞玉	dazaocailiao2	打造暗丝护符（100级）的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	4	1	200	0	0	1	1	0	999	-1	6813	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2025	五品璞玉	五品璞玉	dazaocailiao2	五品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6814	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2026	六品璞玉	六品璞玉	dazaocailiao2	六品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6815	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2027	七品璞玉	七品璞玉	dazaocailiao2	七品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6816	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2028	八品璞玉	八品璞玉	dazaocailiao2	八品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6817	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2029	九品璞玉	九品璞玉	dazaocailiao2	九品锻石	2	2	1	4	1	200	0	0	1	1	0	999	-1	6818	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2030	一品药材	一品药材	CaoYao	制造50级、70级战力增强药品的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	1	1	200	0	0	1	1	0	999	-1	6819	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2031	二品药材	二品药材	CaoYao	制造70级、90级战力增强药品的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	2	1	200	0	0	1	1	0	999	-1	6820	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2032	三品药材	三品药材	CaoYao	制造90级、100级战力增强药品的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	3	1	200	0	0	1	1	0	999	-1	6821	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2033	四品药材	四品药材	CaoYao	制造100级战力增强药品的必备材料之一。可在【酒楼】功能中为客人完成酒菜获得，或通过【寄售】购买。	2	2	1	4	1	200	0	0	1	1	0	999	-1	6822	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
2034	五品药材	五品药材	CaoYao	五品药材	2	2	1	4	1	200	0	0	1	1	0	999	-1	6823	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	1	1	0	1	0
