Id	Desc	Name	CookDuration	OpenLevel	RewardItemID_1	RewardItemNum_1	RewardItemID_2	RewardItemNum_2	RewardItemID_3	RewardItemNum_3	Money	BindYuanBao	PlayerExp	RestaurantExp	CostYuanBao
124	道具菜2（锻石）	蟹黄虾盅	14400	5	2013	100	-1	0	-1	0	0	0	0	48	5
125	道具菜2（锻石）	东坡肘子	28800	5	2013	150	-1	0	-1	0	0	0	0	96	5
126	道具菜3（锻石）	豆瓣鲫鱼	1800	5	2014	20	-1	0	-1	0	0	0	0	6	5
127	道具菜3（锻石）	生熏仔鸡	14400	5	2014	100	-1	0	-1	0	0	0	0	48	5
128	道具菜3（锻石）	扒鸡块儿	28800	5	2014	150	-1	0	-1	0	0	0	0	96	5
129	道具菜4（锻石）	黄鱼锅子	1800	5	2015	10	-1	0	-1	0	0	0	0	6	5
130	道具菜4（锻石）	荷叶粉蒸肉	14400	5	2015	40	-1	0	-1	0	0	0	0	48	5
131	道具菜4（锻石）	麻辣子鸡	28800	5	2015	60	-1	0	-1	0	0	0	0	96	5
132	道具菜1（璞玉）	扒海参	1800	5	2021	30	-1	0	-1	0	0	0	0	6	5
133	道具菜1（璞玉）	炝冬笋	14400	5	2021	200	-1	0	-1	0	0	0	0	48	5
134	道具菜1（璞玉）	红烧果子狸	28800	5	2021	290	-1	0	-1	0	0	0	0	96	5
135	道具菜2（璞玉）	杏仁酪	1800	5	2022	20	-1	0	-1	0	0	0	0	6	5
136	道具菜2（璞玉）	客家盐焗鸡	14400	5	2022	100	-1	0	-1	0	0	0	0	48	5
137	道具菜2（璞玉）	徽州桃脂烧肉	28800	5	2022	150	-1	0	-1	0	0	0	0	96	5
138	道具菜3（璞玉）	粉蒸鸡	1800	5	2023	20	-1	0	-1	0	0	0	0	6	5
139	道具菜3（璞玉）	梅菜扣肉	14400	5	2023	100	-1	0	-1	0	0	0	0	48	5
140	道具菜3（璞玉）	锅贴鱼片	28800	5	2023	150	-1	0	-1	0	0	0	0	96	5
141	道具菜4（璞玉）	金陵丸子	1800	5	2024	10	-1	0	-1	0	0	0	0	6	5
142	道具菜4（璞玉）	咸菜焖猪肉	14400	5	2024	40	-1	0	-1	0	0	0	0	48	5
143	道具菜4（璞玉）	炒银枝儿	28800	5	2024	60	-1	0	-1	0	0	0	0	96	5
144	道具菜1（药材）	毛峰熏鲥鱼	1800	5	2030	30	-1	0	-1	0	0	0	0	6	5
145	道具菜1（药材）	玉兰片	14400	5	2030	200	-1	0	-1	0	0	0	0	48	5
146	道具菜1（药材）	烩酸菜	28800	5	2030	290	-1	0	-1	0	0	0	0	96	5
147	道具菜2（药材）	酸黄菜	1800	5	2031	20	-1	0	-1	0	0	0	0	6	5
148	道具菜2（药材）	陆稿荐酱猪头肉	14400	5	2031	100	-1	0	-1	0	0	0	0	48	5
149	道具菜2（药材）	鱼香茄饼	28800	5	2031	150	-1	0	-1	0	0	0	0	96	5
150	道具菜3（药材）	炒血鸭	1800	5	2032	20	-1	0	-1	0	0	0	0	6	5
151	道具菜3（药材）	蝴蝶飘海	14400	5	2032	100	-1	0	-1	0	0	0	0	48	5
152	道具菜3（药材）	龙身凤尾虾	28800	5	2032	150	-1	0	-1	0	0	0	0	96	5
153	道具菜4（药材）	翅子汤	1800	5	2033	10	-1	0	-1	0	0	0	0	6	5
154	道具菜4（药材）	金陵板鸭	14400	5	2033	40	-1	0	-1	0	0	0	0	48	5
155	道具菜4（药材）	清风送爽	28800	5	2033	60	-1	0	-1	0	0	0	0	96	5
