Id	Desc	SceneID	DataID	PosX	PosZ	FaceDirection
64	神农帮喽啰	2	37	47.3	49.32	0
65	神农帮喽啰	2	37	50.6	47.85	0
66	神农帮喽啰	2	37	54.93	45.79	0
67	神农帮喽啰	2	37	51.81	48.43	0
68	神农帮喽啰	2	37	53.21	47.31	0
69	司空玄	2	35	51.77	53.41	-1.64
70	段誉	2	33	48.49	55.35	-0.9
71	野狼	2	38	26.49	55.53	0
72	野狼	2	38	36.39	57.04	0
73	野狼	2	38	14.02	36.39	0
74	野狼	2	38	22.55	54.77	0
75	野狼	2	38	33.91	52.63	0
76	野狼	2	38	27.25	53.32	0
77	钟灵	2	32	17.55	52.42	-0.66
78	左子穆	2	34	28.23	17.49	-0.74
79	马伍德	2	31	52.89	11.41	-1.46
80	灵鹫圣使	2	52	11.77	40.56	0
81	曼陀杀手	5	46	47.07	42.85	0
82	曼陀杀手	5	46	56.64	49.75	0
83	曼陀杀手	5	46	44.62	50.71	0
84	曼陀杀手	5	46	48.37	46.22	0
85	曼陀杀手	5	46	52.86	48.55	0
86	江湖邪士	5	45	44.17	3.09	0
87	江湖邪士	5	45	41.72	6.36	0
88	江湖邪士	5	45	60.97	3.99	0
89	江湖邪士	5	45	41.17	3.99	0
90	江湖邪士	5	45	44.31	8.64	0
91	江湖邪士	5	45	45.5	12.53	0
92	江湖邪士	5	45	56.74	4.09	0
93	江湖邪士	5	45	55.9	6.57	0
94	江湖邪士	5	45	61.63	7.22	0
95	江湖邪士	5	45	45.36	6.59	0
96	黑豹	5	47	14.95	12.6	0
97	黑豹	5	47	11.97	35.14	0
98	黑豹	5	47	16.62	17.29	0
99	黑豹	5	47	17.19	23.58	0
100	黑豹	5	47	17.53	30.47	0
101	黑豹	5	47	11.29	29.84	0
102	黑豹	5	47	9.4	25.95	0
103	黑豹	5	47	19.55	11.52	0
104	曼陀杀手	5	46	55.9	46.46	0
105	曼陀杀手	5	46	44.61	47.15	0
106	曼陀杀手	5	46	50.99	42.24	0
107	曼陀杀手	5	46	51.94	45.39	0
108	曼陀杀手	5	46	47.95	50.58	0
109	曼陀杀手	5	46	49.24	40.08	0
110	江湖邪士	5	45	48.92	6.11	0
111	江湖邪士	5	45	46.17	4.49	0
112	江湖邪士	5	45	49.54	11.08	0
113	江湖邪士	5	45	46.79	9.46	0
114	江湖邪士	5	45	43.82	14.62	0
115	平婆婆	5	44	51.53	51.84	-0.48
116	木婉清	5	43	53.89	53.15	-1.49
117	甘宝宝	5	41	40.85	9.52	-0.72
118	钟万仇	5	42	42.23	11.87	-0.64
119	来福	5	40	58.58	9.42	-0.8
120	黑豹	5	47	13.74	26.1	0
121	黑豹	5	47	11.87	19.29	0
122	黑豹	5	47	16.03	7.27	0
123	黑豹	5	47	11.23	22.45	0
124	黑豹	5	47	9.36	13.05	0
125	黑豹	5	47	8.75	16.91	0
126	黑豹	5	47	13.74	26.1	0
127	黑豹	5	47	11.87	19.29	0
128	黑豹	5	47	16.03	7.27	0
129	黑豹	5	47	11.23	22.45	0
130	黑豹	5	47	9.36	13.05	0
131	黑豹	5	47	8.75	16.91	0
132	朱丹臣	5	314	22.8	50.06	0
133	岳老三	5	188	19.94	37.89	-1.04
134	刀白凤	5	189	9.71	47.51	-0.41
135	本因	20	192	46.58	17.45	-1.26
136	枯荣大师	20	193	58.52	42.27	-2.32
137	鸠摩智	20	194	55.73	41.18	0
138	藩邦探子	20	152	18.01	6.45	0
139	藩邦探子	20	152	24.55	15.2	0
140	藩邦探子	20	152	26.16	10.05	0
141	藩邦探子	20	152	18.75	11.73	0
142	藩邦探子	20	152	21.7	8.11	0
143	藩邦探子	20	152	13.51	10.51	0
144	藩邦探子	20	152	11.84	4.86	0
145	藩邦探子	20	152	6.19	5.94	0
146	藩邦探子	20	152	26.16	10.05	0
147	藩邦探子	20	152	18.75	11.73	0
148	藩邦探子	20	152	21.7	8.11	0
149	藩邦探子	20	152	13.51	10.51	0
150	藩邦探子	20	152	11.84	4.86	0
151	藩邦探子	20	152	6.19	5.94	0
152	明王随从	20	153	50.49	10.05	0
153	明王随从	20	153	53.44	13.02	0
154	明王随从	20	153	54.35	8.83	0
155	明王随从	20	153	42.63	6.78	0
156	明王随从	20	153	56.26	15.88	0
157	明王随从	20	153	51.1	7.41	0
158	明王随从	20	153	46.3	8.34	0
159	明王随从	20	153	57.06	19.29	0
160	明王随从	20	153	54.35	8.83	0
161	明王随从	20	153	42.63	6.78	0
162	明王随从	20	153	56.26	15.88	0
163	明王随从	20	153	51.1	7.41	0
164	明王随从	20	153	46.3	8.34	0
165	明王随从	20	153	57.06	19.29	0
166	红熊	20	154	24.21	43.85	0
167	红熊	20	154	33.95	50.53	0
168	红熊	20	154	25.35	47.69	0
169	红熊	20	154	31.12	45.6	0
170	红熊	20	154	29.74	40.76	0
171	红熊	20	154	20.72	48.96	0
172	红熊	20	154	23.2	40.63	0
173	红熊	20	154	25.2	45.17	0
174	红熊	20	154	25.35	47.69	0
175	红熊	20	154	31.12	45.6	0
176	红熊	20	154	29.74	40.76	0
177	红熊	20	154	20.72	48.96	0
178	红熊	20	154	23.2	40.63	0
179	红熊	20	154	25.2	45.17	0
180	红熊王	20	155	56.52	56.08	-2.51
181	鸠摩智	13	197	60.69	49.68	0
182	卢煮	13	195	109.33	70.9	-1.75
183	阿碧	13	196	92.69	67.67	-1.29
184	门派弟子	13	319	98.08	52.84	0
185	少林弟子	13	202	99.77	55.57	0
186	天山弟子	13	203	99.79	53.81	0
187	逍遥弟子	13	204	99.77	52.07	0
188	大理弟子	13	205	99.8	50.18	0
189	强化	13	207	86.37	99.2	-1.21
190	节日	13	208	67.17	61.11	-0.99
191	伙伴	13	209	95.97	83.32	-1.34
192	商人	13	210	34.26	67.04	-1.49
193	铁匠	13	211	99.15	40.34	-0.56
194	活动	13	212	67.05	66.68	-1.3
195	家园	13	213	44.86	83.88	-0.67
196	帮会	13	214	40.36	40.22	-0.81
197	奖励	13	215	61.28	66.8	-1.12
198	仓库	13	216	75	16	0.69
199	仓库	13	910	79	76	0
200	迎宾	13	933	41	103	-1.1
201	郑屠	21	198	50.58	17.44	0
202	阿朱	21	200	60.76	51.64	-1.94
203	老黄	21	201	8.44	55.49	-0.6
204	秦家寨喽啰	21	156	17.92	55.37	0
205	秦家寨喽啰	21	156	15.58	48.12	0
206	秦家寨喽啰	21	156	19.31	50.67	0
207	秦家寨喽啰	21	156	23.7	53.68	0
208	秦家寨喽啰	21	156	26.18	50.27	0
209	秦家寨喽啰	21	156	27.99	54.22	0
210	秦家寨喽啰	21	156	22.59	47.69	0
211	秦家寨喽啰	21	156	15.74	51.97	0
212	秦家寨喽啰	21	156	17.92	55.37	0
213	秦家寨喽啰	21	156	15.58	48.12	0
214	秦家寨喽啰	21	156	19.31	50.67	0
215	秦家寨喽啰	21	156	23.7	53.68	0
216	秦家寨喽啰	21	156	26.18	50.27	0
217	秦家寨喽啰	21	156	27.99	54.22	0
218	青城弟子	21	157	21.7	19.68	0
219	青城弟子	21	157	23.01	23.58	0
220	青城弟子	21	157	26.75	19.03	0
221	青城弟子	21	157	16.57	21.49	0
222	青城弟子	21	157	25.77	26.15	0
223	青城弟子	21	157	22.47	16.32	0
224	青城弟子	21	157	16.98	16.8	0
225	青城弟子	21	157	18.21	26.24	0
226	青城弟子	21	157	21.7	19.68	0
227	青城弟子	21	157	23.01	23.58	0
228	青城弟子	21	157	26.75	19.03	0
229	青城弟子	21	157	16.57	21.49	0
230	青城弟子	21	157	25.77	26.15	0
231	青城弟子	21	157	22.47	16.32	0
232	恶奴	21	158	62.03	25.2	0
233	恶奴	21	158	58.75	22.51	0
234	恶奴	21	158	59.43	11.76	0
235	恶奴	21	158	56.88	15.66	0
236	恶奴	21	158	62.9	15.53	0
237	恶奴	21	158	61.62	18.55	0
238	恶奴	21	158	57.83	18.78	0
239	恶奴	21	158	56.57	25.29	0
240	恶奴	21	158	56	12.71	0
241	恶奴	21	158	62.03	25.2	0
242	恶奴	21	158	58.75	22.51	0
243	恶奴	21	158	59.43	11.76	0
244	恶奴	21	158	56.88	15.66	0
245	恶奴	21	158	62.9	15.53	0
246	恶奴	21	158	61.62	18.55	0
247	王夫人	9	217	24.98	52.66	-0.54
248	王语嫣	9	218	12.08	33.57	-0.38
249	白世镜	9	219	35.44	8.01	-0.21
250	木桩	9	220	16.14	36.15	0
251	宵小	9	161	54.17	32.03	0
252	宵小	9	161	53.14	36.91	0
253	宵小	9	161	47.5	35.51	0
254	宵小	9	161	51.73	43.25	0
255	宵小	9	161	53.63	45.94	0
256	宵小	9	161	46.45	42.74	0
257	宵小	9	161	48.35	45.43	0
258	宵小	9	161	49.03	31.25	0
259	宵小	9	161	50.93	33.94	0
260	宵小	9	161	52.52	47.05	0
261	宵小	9	161	54.42	49.74	0
262	宵小	9	161	48.44	38.82	0
263	宵小	9	161	51.7	31.22	0
264	宵小	9	161	51.25	40.3	0
265	马贼	9	162	18.88	25.72	0
266	马贼	9	162	21.01	28.75	0
267	马贼	9	162	28.41	7.66	0
268	马贼	9	162	28.93	25.81	0
269	马贼	9	162	26.72	29.59	0
270	马贼	9	162	39.86	4.54	0
271	马贼	9	162	27.48	4.43	0
272	马贼	9	162	33.55	5.62	0
273	马贼	9	162	30.99	4.89	0
274	马贼	9	162	37.16	5.87	0
275	马贼	9	162	25.22	24.11	0
276	马贼	9	162	22.76	25.88	0
277	马贼	9	162	27.12	27.19	0
278	马贼	9	162	24.02	28.54	0
279	马贼	9	162	29.09	5.79	0
280	马贼	9	162	35.52	4.51	0
281	马贼	9	162	31.42	6.79	0
282	马贼	9	162	37.97	4.01	0
283	马贼	9	162	30.52	8.76	0
284	马贼	9	162	27.82	22.96	0
285	漕运强盗	9	163	23.21	44.27	0
286	漕运强盗	9	163	37.06	54.77	0
287	漕运强盗	9	163	30.38	41.92	0
288	漕运强盗	9	163	32.07	55.71	0
289	漕运强盗	9	163	40.55	52.42	0
290	漕运强盗	9	163	35.97	57.61	0
291	漕运强盗	9	163	28.23	45.65	0
292	漕运强盗	9	163	25.46	49.99	0
293	漕运强盗	9	163	34.69	46.21	0
294	漕运强盗	9	163	30.11	51.4	0
295	漕运强盗	9	163	38.9	48.27	0
296	漕运强盗	9	163	34.32	53.46	0
297	漕运强盗	9	163	33.26	49.52	0
298	漕运强盗	9	163	31.44	46.8	0
299	吕长老	26	221	49.52	10.66	-0.6
300	乔峰	26	222	57.48	27.68	-0.85
301	赫连铁树	26	223	57.07	52.47	-1.64
302	丐帮叛徒	26	164	37.06	5.79	0
303	丐帮叛徒	26	164	50.13	7.62	0
304	丐帮叛徒	26	164	47.82	6.43	0
305	丐帮叛徒	26	164	45.27	7.77	0
306	丐帮叛徒	26	164	38.85	7.32	0
307	丐帮叛徒	26	164	43.6	7.32	0
308	丐帮叛徒	26	164	42.97	9.2	0
309	丐帮叛徒	26	164	47.72	9.2	0
310	丐帮叛徒	26	164	34.3	5.95	0
311	丐帮叛徒	26	164	39.05	5.95	0
312	丐帮叛徒	26	164	43.43	5.8	0
313	丐帮叛徒	26	164	48.18	5.8	0
314	西夏武士	26	165	40.25	40.56	0
315	西夏武士	26	165	38.37	42.34	0
316	西夏武士	26	165	42.68	36.82	0
317	西夏武士	26	165	40.8	38.6	0
318	西夏武士	26	165	40.27	34.57	0
319	西夏武士	26	165	38.39	36.35	0
320	西夏武士	26	165	49.93	43.85	0
321	西夏武士	26	165	46.36	42.16	0
322	西夏武士	26	165	46.42	52.61	0
323	西夏武士	26	165	49.16	46.74	0
324	西夏武士	26	165	37.83	48.37	0
325	西夏武士	26	165	44.83	54.78	0
326	西夏武士	26	165	47.39	50.25	0
327	西夏武士	26	165	50.15	49.46	0
328	一品堂高手	26	166	23.91	43	0
329	一品堂高手	26	166	23.57	40.65	0
330	一品堂高手	26	166	16.9	46.57	0
331	一品堂高手	26	166	14.87	43.71	0
332	一品堂高手	26	166	25.29	50.58	0
333	一品堂高手	26	166	24.95	48.23	0
334	一品堂高手	26	166	13.46	50.29	0
335	一品堂高手	26	166	13.12	47.94	0
336	一品堂高手	26	166	21.85	38.65	0
337	一品堂高手	26	166	26.5	44.86	0
338	一品堂高手	26	166	15.52	37.47	0
339	一品堂高手	26	166	29.73	45.02	0
340	一品堂高手	26	166	16.32	49.55	0
341	一品堂高手	26	166	25.2	46.99	0
342	鲍千灵	22	322	60.24	15.4	0
343	祁六	22	323	46.71	45.35	0
344	向望海	22	324	53.38	70.27	-1.58
345	薛神医	22	325	9.58	35.14	0
346	乔峰	22	326	16.67	13.81	0
347	阿朱	22	327	24.42	13.83	-2.07
348	剑客	22	168	19.21	71.92	0
349	剑客	22	168	34.27	66.18	0
350	剑客	22	168	29.62	69.55	0
351	剑客	22	168	25.13	67.38	0
352	剑客	22	168	25.92	72.03	0
353	剑客	22	168	17.27	68.29	0
354	剑客	22	168	29.14	66.23	0
355	剑客	22	168	33.75	69.27	0
356	剑客	22	168	38.48	67.1	0
357	剑客	22	168	38.48	67.1	0
358	剑客	22	168	22.71	70.25	0
359	剑客	22	168	22.71	73.61	0
360	刀客	22	169	47.68	58.78	0
361	刀客	22	169	57.64	58.27	0
362	刀客	22	169	46.98	63.81	0
363	刀客	22	169	57.65	63.73	0
364	刀客	22	169	49.04	67.4	0
365	刀客	22	169	52.72	63.22	0
366	刀客	22	169	52.53	58.78	0
367	刀客	22	169	55.21	61.09	0
368	刀客	22	169	55.21	61.09	0
369	刀客	22	169	55.21	61.09	0
370	刀客	22	169	56.59	67	0
371	刀客	22	169	53.24	66.22	0
372	家丁	22	170	21.5	41.88	0
373	家丁	22	170	21.43	37.73	0
374	家丁	22	170	21.61	33.83	0
375	家丁	22	170	21.18	29.71	0
376	家丁	22	170	18.08	39.91	0
377	家丁	22	170	17.95	35.36	0
378	家丁	22	170	18.08	31.02	0
379	家丁	22	170	17.99	27.17	0
380	家丁	22	170	17.99	27.17	0
381	家丁	22	170	17.99	27.17	0
382	家丁	22	170	15.23	37.42	0
383	家丁	22	170	14.84	29.93	0
384	灵隐	15	320	55.87	15.5	-2.2
385	玄慈	15	321	37.49	18.1	0
386	少林铜人	15	171	40.27	28.12	0
387	少林铜人	15	171	39.08	25.42	0
388	少林铜人	15	171	48.84	20.22	0
389	少林铜人	15	171	47.65	17.52	0
390	少林铜人	15	171	47.38	27.89	0
391	少林铜人	15	171	46.19	25.19	0
392	少林铜人	15	171	49.48	26.05	0
393	少林铜人	15	171	48.29	23.35	0
394	少林铜人	15	171	41.32	39.63	0
395	少林铜人	15	171	48.52	31.31	0
396	少林铜人	15	171	39.48	36.15	0
397	少林铜人	15	171	47.08	41.25	0
398	少林铜人	15	171	44.3	28	0
399	少林铜人	15	171	42.6	21	0
400	少林铜人	15	171	43.4	25.21	0
401	少林铜人	15	171	47.3	21.15	0
402	少林铜人	15	171	40	30	0
403	少林铜人	15	171	37	33	0
404	少林铜人	15	171	43	36	0
405	少林铜人	15	171	43	34	0
406	少林铜人	15	171	47	37	0
407	少林铜人	15	171	44	42	0
408	少林铜人	15	171	50	40	0
409	少林铜人	15	171	45	39	0
410	猛虎	15	172	47.96	15.45	0
411	猛虎	15	172	44.94	16.96	0
412	猛虎	15	172	51.67	9.19	0
413	猛虎	15	172	48.65	10.7	0
414	猛虎	15	172	48.82	10.37	0
415	猛虎	15	172	45.8	11.88	0
416	猛虎	15	172	45.82	9.79	0
417	猛虎	15	172	42.8	11.3	0
418	猛虎	15	172	44.32	12.26	0
419	猛虎	15	172	56.44	11.67	0
420	猛虎	15	172	52.69	12.21	0
421	猛虎	15	172	54.15	9.86	0
422	猛虎	15	172	44	12	0
423	猛虎	15	172	47	14	0
424	猛虎	15	172	49	15	0
425	猛虎	15	172	51	10	0
426	星宿弟子	15	173	13.67	42.73	0
427	星宿弟子	15	173	13.31	45.51	0
428	星宿弟子	15	173	13.85	57.35	0
429	星宿弟子	15	173	13.11	54.64	0
430	星宿弟子	15	173	11.26	51.43	0
431	星宿弟子	15	173	10.35	53.45	0
432	星宿弟子	15	173	11.77	32.32	0
433	星宿弟子	15	173	11.24	35.87	0
434	星宿弟子	15	173	14.62	31.26	0
435	星宿弟子	15	173	13.86	49.7	0
436	星宿弟子	15	173	12.75	38.1	0
437	星宿弟子	15	173	13.38	28.34	0
438	星宿弟子	15	173	11.56	56.3	0
439	星宿弟子	15	173	16	53.7	0
440	星宿弟子	15	173	12.45	40.45	0
441	星宿弟子	15	173	16.1	28.45	0
442	星宿弟子	15	173	12.4	24.4	0
443	星宿弟子	15	173	14.1	21.98	0
444	星宿弟子	15	173	13	48	0
445	星宿弟子	15	173	14	24	0
446	星宿弟子	15	173	12	28	0
447	星宿弟子	15	173	16	30	0
448	星宿弟子	15	173	12	30	0
449	星宿弟子	15	173	13	35	0
450	星宿弟子	15	173	13	52	0
451	星宿弟子	15	173	13	44	0
452	女真猎手	4	180	15.86	40.27	0
453	女真猎手	4	180	10	47.53	0
454	女真猎手	4	180	54.53	18.51	0
455	女真猎手	4	180	34.62	15.37	0
456	女真猎手	4	180	40.38	11.52	0
457	女真猎手	4	180	52.9	12.45	0
458	女真猎手	4	180	47.16	11.87	0
459	女真猎手	4	180	12.83	45.93	0
460	女真猎手	4	180	15.68	44.27	0
461	女真猎手	4	180	49.9	19.32	0
462	女真猎手	4	180	52.21	17.42	0
463	女真猎手	4	180	48.96	18.35	0
464	女真猎手	4	180	36.22	17.53	0
465	女真猎手	4	180	8.59	45.04	0
466	女真猎手	4	180	36.09	14.4	0
467	女真猎手	4	180	35.23	12.1	0
468	女真猎手	4	180	14.94	22.88	0
469	女真猎手	4	180	34.2	13.49	0
470	女真猎手	4	180	37.03	13.85	0
471	女真猎手	4	180	38.38	16.09	0
472	女真猎手	4	180	41.77	14.13	0
473	女真猎手	4	180	35.8	16.07	0
474	女真猎手	4	180	51.42	15.03	0
475	女真猎手	4	180	51.42	13.49	0
476	女真猎手	4	180	49.07	11.61	0
477	女真猎手	4	180	44.23	12.55	0
478	女真猎手	4	180	40.07	12.78	0
479	女真猎手	4	180	40.69	15.61	0
480	女真猎手	4	180	44.25	14.7	0
481	女真猎手	4	180	45.74	13.52	0
482	女真猎手	4	180	48.22	15.5	0
483	女真猎手	4	180	42.95	13.48	0
484	女真猎手	4	180	45.87	14.98	0
485	女真猎手	4	180	37.97	12.41	0
486	女真猎手	4	180	38.83	12.44	0
487	女真猎手	4	180	39.08	14.03	0
488	女真猎手	4	180	50.27	16.73	0
489	女真猎手	4	180	11.35	42.72	0
490	女真猎手	4	180	46.72	10.59	0
491	女真猎手	4	180	48.36	13.03	0
492	女真猎手	4	180	46.86	17.25	0
493	冰原狼	4	181	52.23	28.64	0
494	冰原狼	4	181	49.29	24.9	0
495	冰原狼	4	181	51.77	23.3	0
496	冰原狼	4	181	48.21	23.04	0
497	冰原狼	4	181	49.75	31.83	0
498	冰原狼	4	181	52.7	32.65	0
499	冰原狼	4	181	53.62	25.19	0
500	冰原狼	4	181	46.8	24.65	0
501	冰原狼	4	181	46.99	27.15	0
502	冰原狼	4	181	50.34	29.26	0
503	冰原狼	4	181	50.6	28.12	0
504	冰原狼	4	181	48.89	27.68	0
505	冰原狼	4	181	45.45	28.69	0
506	冰原狼	4	181	53.89	22.34	0
507	冰原狼	4	181	49.99	21.56	0
508	冰原狼	4	181	54.17	27.67	0
509	冰原狼	4	181	53.5	29.65	0
510	冰原狼	4	181	50.92	33.18	0
511	冰原狼	4	181	51.5	24.94	0
512	冰原狼	4	181	45.23	25.95	0
513	冰原狼	4	181	51.64	26.8	0
514	冰原狼	4	181	52.49	20.4	0
515	冰原狼	4	181	45.74	30.36	0
516	冰原狼	4	181	49.93	26.67	0
517	冰原狼	4	181	47.65	29.09	0
518	冰原狼	4	181	51.73	30.34	0
519	冰原狼	4	181	47.45	30.56	0
520	雪豹	4	182	29.92	37.16	0
521	雪豹	4	182	32.86	29.5	0
522	雪豹	4	182	36.95	30.37	0
523	雪豹	4	182	38.68	32.74	0
524	雪豹	4	182	38.18	34.14	0
525	雪豹	4	182	35.4	37.58	0
526	雪豹	4	182	35.3	41.53	0
527	雪豹	4	182	36.95	41.79	0
528	雪豹	4	182	33.48	41.42	0
529	雪豹	4	182	30.1	39.69	0
530	雪豹	4	182	33.15	34.67	0
531	雪豹	4	182	30.8	38.22	0
532	雪豹	4	182	31.53	41.04	0
533	雪豹	4	182	33.48	37.58	0
534	雪豹	4	182	35.03	34.75	0
535	雪豹	4	182	35.21	31.83	0
536	雪豹	4	182	34.57	29.09	0
537	雪豹	4	182	36.64	33.02	0
538	雪豹	4	182	30.74	35.7	0
539	雪豹	4	182	37.17	28.19	0
540	雪豹	4	182	36.73	36.53	0
541	雪豹	4	182	33.59	30.92	0
542	雪豹	4	182	34.02	39.7	0
543	雪豹	4	182	33.5	32.84	0
544	雪豹	4	182	32.52	36.17	0
545	雪豹	4	182	32.26	39.11	0
546	雪豹	4	182	36.02	40	0
547	雪豹	4	182	36.57	34.9	0
548	雪豹	4	182	30.76	42.09	0
549	雪豹	4	182	37.52	31.34	0
550	玄天部众	25	183	37.49	12.5	0
551	玄天部众	25	183	42.47	11.47	0
552	玄天部众	25	183	47.44	8.78	0
553	玄天部众	25	183	45.26	5.65	0
554	玄天部众	25	183	47.78	5.32	0
555	玄天部众	25	183	48.28	6.48	0
556	玄天部众	25	183	51.04	5.32	0
557	玄天部众	25	183	54.08	5.26	0
558	玄天部众	25	183	56.4	6.43	0
559	玄天部众	25	183	56.68	8.14	0
560	玄天部众	25	183	55.02	8.58	0
561	玄天部众	25	183	56.62	9.46	0
562	玄天部众	25	183	58.72	10.18	0
563	玄天部众	25	183	56.84	10.96	0
564	玄天部众	25	183	53.03	8.14	0
565	玄天部众	25	183	58.06	4.99	0
566	玄天部众	25	183	56.07	3.66	0
567	玄天部众	25	183	46.29	7.09	0
568	玄天部众	25	183	45.96	9.24	0
569	玄天部众	25	183	45.51	10.73	0
570	玄天部众	25	183	43.47	8.36	0
571	玄天部众	25	183	43.25	6.15	0
572	玄天部众	25	183	40.87	5.43	0
573	玄天部众	25	183	41.76	7.7	0
574	玄天部众	25	183	41.87	9.8	0
575	玄天部众	25	183	39.11	7.97	0
576	玄天部众	25	183	37.95	5.21	0
577	玄天部众	25	183	50.27	7.19	0
578	玄天部众	25	183	53.36	7.07	0
579	玄天部众	25	183	56.01	5.22	0
580	玄天部众	25	183	58.43	6.84	0
581	玄天部众	25	183	56.85	17.72	0
582	昊天部众	25	184	56.31	35.66	0
583	昊天部众	25	184	55.63	40.08	0
584	昊天部众	25	184	57.02	44.45	0
585	昊天部众	25	184	52.5	45.49	0
586	昊天部众	25	184	48.11	45.07	0
587	昊天部众	25	184	45.85	44.64	0
588	昊天部众	25	184	42.94	45.07	0
589	昊天部众	25	184	43.65	46.13	0
590	昊天部众	25	184	45.85	46.84	0
591	昊天部众	25	184	43.51	48.04	0
592	昊天部众	25	184	41.95	47.61	0
593	昊天部众	25	184	40.61	45.21	0
594	昊天部众	25	184	39.19	47.19	0
595	昊天部众	25	184	39.97	49.45	0
596	昊天部众	25	184	43.01	49.74	0
597	昊天部众	25	184	45.35	51.58	0
598	昊天部众	25	184	49.81	48.39	0
599	昊天部众	25	184	52	50.73	0
600	昊天部众	25	184	54.69	51.86	0
601	昊天部众	25	184	55.69	48.86	0
602	昊天部众	25	184	54.35	46.88	0
603	昊天部众	25	184	54.49	43.76	0
604	昊天部众	25	184	50.24	45.82	0
605	昊天部众	25	184	50.6	43.2	0
606	昊天部众	25	184	52.65	41.57	0
607	昊天部众	25	184	47.69	42.91	0
608	昊天部众	25	184	48.4	47.09	0
609	昊天部众	25	184	53.67	49.53	0
610	昊天部众	25	184	49.42	51.6	0
611	昊天部众	25	184	46.37	49.21	0
612	昊天部众	25	184	41.76	52.85	0
613	昊天部众	25	184	37.51	50.69	0
614	昊天部众	25	184	30.82	54.37	0
615	叛乱洞主	25	185	9.66	35.64	0
616	叛乱洞主	25	185	12.31	30.67	0
617	叛乱洞主	25	185	10.54	26.22	0
618	叛乱洞主	25	185	15.58	23.82	0
619	叛乱洞主	25	185	20.06	20.21	0
620	叛乱洞主	25	185	9.64	30.63	0
621	叛乱洞主	25	185	21.45	15.48	0
622	叛乱洞主	25	185	18.46	15.77	0
623	叛乱洞主	25	185	14.64	28.77	0
624	叛乱洞主	25	185	15.84	16.43	0
625	叛乱洞主	25	185	16.57	18.39	0
626	叛乱洞主	25	185	19.77	17.37	0
627	叛乱洞主	25	185	22.9	17.45	0
628	叛乱洞主	25	185	23.63	15.7	0
629	叛乱洞主	25	185	10.67	21.5	0
630	叛乱洞主	25	185	13.27	24.94	0
631	叛乱洞主	25	185	22.04	18.93	0
