Id	Desc	Name	Type	ProductStart	ProductEnd	Money	StuffID1	StuffCount1	StuffID2	StuffCount2	StuffID3	StuffCount3	StuffID4	StuffCount4	StuffID5	StuffCount5	StuffID6	StuffCount6
17	4级生命宝石洗	4级生命宝石	3	412	425	40	8004	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
18	5级生命宝石洗	5级生命宝石	3	426	439	50	8005	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
19	6级生命宝石洗	6级生命宝石	3	440	453	60	8006	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
20	7级生命宝石洗	7级生命宝石	3	454	467	70	8007	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
21	8级生命宝石洗	8级生命宝石	3	468	481	80	8008	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
22	9级生命宝石洗	9级生命宝石	3	482	495	90	8009	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
23	10级生命宝石洗	10级生命宝石	3	496	509	100	8010	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
24	11级生命宝石洗	11级生命宝石	3	510	523	110	8011	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
25	12级生命宝石洗	12级生命宝石	3	524	537	120	8012	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
26	1级法力宝石洗	1级法力宝石	3	370	383	10	8201	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
27	2级法力宝石洗	2级法力宝石	3	384	397	20	8202	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
28	3级法力宝石洗	3级法力宝石	3	398	411	30	8203	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
29	4级法力宝石洗	4级法力宝石	3	412	425	40	8204	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
30	5级法力宝石洗	5级法力宝石	3	426	439	50	8205	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
31	6级法力宝石洗	6级法力宝石	3	440	453	60	8206	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
32	7级法力宝石洗	7级法力宝石	3	454	467	70	8207	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
33	8级法力宝石洗	8级法力宝石	3	468	481	80	8208	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
34	9级法力宝石洗	9级法力宝石	3	482	495	90	8209	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
35	10级法力宝石洗	10级法力宝石	3	496	509	100	8210	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
36	11级法力宝石洗	11级法力宝石	3	510	523	110	8211	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
37	12级法力宝石洗	12级法力宝石	3	524	537	120	8212	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
38	1级外功宝石洗	1级外功宝石	3	370	383	10	8301	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
39	2级外功宝石洗	2级外功宝石	3	384	397	20	8302	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
40	3级外功宝石洗	3级外功宝石	3	398	411	30	8303	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
41	4级外功宝石洗	4级外功宝石	3	412	425	40	8304	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
42	5级外功宝石洗	5级外功宝石	3	426	439	50	8305	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
43	6级外功宝石洗	6级外功宝石	3	440	453	60	8306	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
44	7级外功宝石洗	7级外功宝石	3	454	467	70	8307	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
45	8级外功宝石洗	8级外功宝石	3	468	481	80	8308	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
46	9级外功宝石洗	9级外功宝石	3	482	495	90	8309	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
47	10级外功宝石洗	10级外功宝石	3	496	509	100	8310	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
48	11级外功宝石洗	11级外功宝石	3	510	523	110	8311	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
49	12级外功宝石洗	12级外功宝石	3	524	537	120	8312	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
50	1级内功宝石洗	1级内功宝石	3	370	383	10	8401	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
51	2级内功宝石洗	2级内功宝石	3	384	397	20	8402	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
52	3级内功宝石洗	3级内功宝石	3	398	411	30	8403	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
53	4级内功宝石洗	4级内功宝石	3	412	425	40	8404	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
54	5级内功宝石洗	5级内功宝石	3	426	439	50	8405	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
55	6级内功宝石洗	6级内功宝石	3	440	453	60	8406	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
56	7级内功宝石洗	7级内功宝石	3	454	467	70	8407	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
57	8级内功宝石洗	8级内功宝石	3	468	481	80	8408	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
58	9级内功宝石洗	9级内功宝石	3	482	495	90	8409	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
59	10级内功宝石洗	10级内功宝石	3	496	509	100	8410	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
60	11级内功宝石洗	11级内功宝石	3	510	523	110	8411	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
61	12级内功宝石洗	12级内功宝石	3	524	537	120	8412	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
62	1级外防宝石洗	1级外防宝石	3	370	383	10	8501	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
63	2级外防宝石洗	2级外防宝石	3	384	397	20	8502	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
64	3级外防宝石洗	3级外防宝石	3	398	411	30	8503	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
65	4级外防宝石洗	4级外防宝石	3	412	425	40	8504	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
66	5级外防宝石洗	5级外防宝石	3	426	439	50	8505	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
67	6级外防宝石洗	6级外防宝石	3	440	453	60	8506	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
68	7级外防宝石洗	7级外防宝石	3	454	467	70	8507	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
69	8级外防宝石洗	8级外防宝石	3	468	481	80	8508	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
70	9级外防宝石洗	9级外防宝石	3	482	495	90	8509	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
71	10级外防宝石洗	10级外防宝石	3	496	509	100	8510	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
72	11级外防宝石洗	11级外防宝石	3	510	523	110	8511	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
73	12级外防宝石洗	12级外防宝石	3	524	537	120	8512	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
74	1级内防宝石洗	1级内防宝石	3	370	383	10	8601	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
75	2级内防宝石洗	2级内防宝石	3	384	397	20	8602	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
76	3级内防宝石洗	3级内防宝石	3	398	411	30	8603	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
77	4级内防宝石洗	4级内防宝石	3	412	425	40	8604	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
78	5级内防宝石洗	5级内防宝石	3	426	439	50	8605	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
79	6级内防宝石洗	6级内防宝石	3	440	453	60	8606	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
80	7级内防宝石洗	7级内防宝石	3	454	467	70	8607	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
81	8级内防宝石洗	8级内防宝石	3	468	481	80	8608	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
82	9级内防宝石洗	9级内防宝石	3	482	495	90	8609	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
83	10级内防宝石洗	10级内防宝石	3	496	509	100	8610	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
84	11级内防宝石洗	11级内防宝石	3	510	523	110	8611	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
85	12级内防宝石洗	12级内防宝石	3	524	537	120	8612	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
86	1级命中宝石洗	1级命中宝石	3	370	383	10	8701	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
87	2级命中宝石洗	2级命中宝石	3	384	397	20	8702	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
88	3级命中宝石洗	3级命中宝石	3	398	411	30	8703	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
89	4级命中宝石洗	4级命中宝石	3	412	425	40	8704	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
90	5级命中宝石洗	5级命中宝石	3	426	439	50	8705	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
91	6级命中宝石洗	6级命中宝石	3	440	453	60	8706	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
92	7级命中宝石洗	7级命中宝石	3	454	467	70	8707	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
93	8级命中宝石洗	8级命中宝石	3	468	481	80	8708	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
94	9级命中宝石洗	9级命中宝石	3	482	495	90	8709	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
95	10级命中宝石洗	10级命中宝石	3	496	509	100	8710	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
96	11级命中宝石洗	11级命中宝石	3	510	523	110	8711	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
97	12级命中宝石洗	12级命中宝石	3	524	537	120	8712	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
98	1级闪避宝石洗	1级闪避宝石	3	370	383	10	8801	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
99	2级闪避宝石洗	2级闪避宝石	3	384	397	20	8802	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
100	3级闪避宝石洗	3级闪避宝石	3	398	411	30	8803	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
101	4级闪避宝石洗	4级闪避宝石	3	412	425	40	8804	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
102	5级闪避宝石洗	5级闪避宝石	3	426	439	50	8805	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
103	6级闪避宝石洗	6级闪避宝石	3	440	453	60	8806	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
104	7级闪避宝石洗	7级闪避宝石	3	454	467	70	8807	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
105	8级闪避宝石洗	8级闪避宝石	3	468	481	80	8808	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
106	9级闪避宝石洗	9级闪避宝石	3	482	495	90	8809	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
107	10级闪避宝石洗	10级闪避宝石	3	496	509	100	8810	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
108	11级闪避宝石洗	11级闪避宝石	3	510	523	110	8811	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
109	12级闪避宝石洗	12级闪避宝石	3	524	537	120	8812	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
110	1级暴击宝石洗	1级暴击宝石	3	370	383	10	8901	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
111	2级暴击宝石洗	2级暴击宝石	3	384	397	20	8902	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
112	3级暴击宝石洗	3级暴击宝石	3	398	411	30	8903	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
113	4级暴击宝石洗	4级暴击宝石	3	412	425	40	8904	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
114	5级暴击宝石洗	5级暴击宝石	3	426	439	50	8905	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
115	6级暴击宝石洗	6级暴击宝石	3	440	453	60	8906	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
116	7级暴击宝石洗	7级暴击宝石	3	454	467	70	8907	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
117	8级暴击宝石洗	8级暴击宝石	3	468	481	80	8908	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
118	9级暴击宝石洗	9级暴击宝石	3	482	495	90	8909	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
119	10级暴击宝石洗	10级暴击宝石	3	496	509	100	8910	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
120	11级暴击宝石洗	11级暴击宝石	3	510	523	110	8911	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
121	12级暴击宝石洗	12级暴击宝石	3	524	537	120	8912	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
122	1级暴抗宝石洗	1级暴抗宝石	3	370	383	10	9001	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
123	2级暴抗宝石洗	2级暴抗宝石	3	384	397	20	9002	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
124	3级暴抗宝石洗	3级暴抗宝石	3	398	411	30	9003	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
125	4级暴抗宝石洗	4级暴抗宝石	3	412	425	40	9004	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
126	5级暴抗宝石洗	5级暴抗宝石	3	426	439	50	9005	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
127	6级暴抗宝石洗	6级暴抗宝石	3	440	453	60	9006	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
128	7级暴抗宝石洗	7级暴抗宝石	3	454	467	70	9007	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
129	8级暴抗宝石洗	8级暴抗宝石	3	468	481	80	9008	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
130	9级暴抗宝石洗	9级暴抗宝石	3	482	495	90	9009	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
131	10级暴抗宝石洗	10级暴抗宝石	3	496	509	100	9010	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
132	11级暴抗宝石洗	11级暴抗宝石	3	510	523	110	9011	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
133	12级暴抗宝石洗	12级暴抗宝石	3	524	537	120	9012	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
134	1级穿透宝石洗	1级穿透宝石	3	370	383	10	9101	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
135	2级穿透宝石洗	2级穿透宝石	3	384	397	20	9102	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
136	3级穿透宝石洗	3级穿透宝石	3	398	411	30	9103	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
137	4级穿透宝石洗	4级穿透宝石	3	412	425	40	9104	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
138	5级穿透宝石洗	5级穿透宝石	3	426	439	50	9105	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
139	6级穿透宝石洗	6级穿透宝石	3	440	453	60	9106	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
140	7级穿透宝石洗	7级穿透宝石	3	454	467	70	9107	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
141	8级穿透宝石洗	8级穿透宝石	3	468	481	80	9108	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
142	9级穿透宝石洗	9级穿透宝石	3	482	495	90	9109	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
143	10级穿透宝石洗	10级穿透宝石	3	496	509	100	9110	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
144	11级穿透宝石洗	11级穿透宝石	3	510	523	110	9111	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
145	12级穿透宝石洗	12级穿透宝石	3	524	537	120	9112	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
146	1级韧性宝石洗	1级韧性宝石	3	370	383	10	9201	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
147	2级韧性宝石洗	2级韧性宝石	3	384	397	20	9202	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
148	3级韧性宝石洗	3级韧性宝石	3	398	411	30	9203	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
149	4级韧性宝石洗	4级韧性宝石	3	412	425	40	9204	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
150	5级韧性宝石洗	5级韧性宝石	3	426	439	50	9205	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
151	6级韧性宝石洗	6级韧性宝石	3	440	453	60	9206	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
152	7级韧性宝石洗	7级韧性宝石	3	454	467	70	9207	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
153	8级韧性宝石洗	8级韧性宝石	3	468	481	80	9208	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
154	9级韧性宝石洗	9级韧性宝石	3	482	495	90	9209	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
155	10级韧性宝石洗	10级韧性宝石	3	496	509	100	9210	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
156	11级韧性宝石洗	11级韧性宝石	3	510	523	110	9211	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
157	12级韧性宝石洗	12级韧性宝石	3	524	537	120	9212	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
158	1级暴加宝石洗	1级暴加宝石	3	370	383	10	9301	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
159	2级暴加宝石洗	2级暴加宝石	3	384	397	20	9302	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
160	3级暴加宝石洗	3级暴加宝石	3	398	411	30	9303	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
161	4级暴加宝石洗	4级暴加宝石	3	412	425	40	9304	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
162	5级暴加宝石洗	5级暴加宝石	3	426	439	50	9305	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
163	6级暴加宝石洗	6级暴加宝石	3	440	453	60	9306	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
164	7级暴加宝石洗	7级暴加宝石	3	454	467	70	9307	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
165	8级暴加宝石洗	8级暴加宝石	3	468	481	80	9308	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
166	9级暴加宝石洗	9级暴加宝石	3	482	495	90	9309	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
167	10级暴加宝石洗	10级暴加宝石	3	496	509	100	9310	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
168	11级暴加宝石洗	11级暴加宝石	3	510	523	110	9311	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
169	12级暴加宝石洗	12级暴加宝石	3	524	537	120	9312	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
170	1级暴减宝石洗	1级暴减宝石	3	370	383	10	9401	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
171	2级暴减宝石洗	2级暴减宝石	3	384	397	20	9402	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
172	3级暴减宝石洗	3级暴减宝石	3	398	411	30	9403	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
173	4级暴减宝石洗	4级暴减宝石	3	412	425	40	9404	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
174	5级暴减宝石洗	5级暴减宝石	3	426	439	50	9405	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
175	6级暴减宝石洗	6级暴减宝石	3	440	453	60	9406	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
176	7级暴减宝石洗	7级暴减宝石	3	454	467	70	9407	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
177	8级暴减宝石洗	8级暴减宝石	3	468	481	80	9408	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
178	9级暴减宝石洗	9级暴减宝石	3	482	495	90	9409	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
179	10级暴减宝石洗	10级暴减宝石	3	496	509	100	9410	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
180	11级暴减宝石洗	11级暴减宝石	3	510	523	110	9411	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
181	12级暴减宝石洗	12级暴减宝石	3	524	537	120	9412	1	104	1	-1	-1	-1	-1	-1	-1	-1	-1
182	甘宝宝碎片	甘宝宝碎片	3	277	277	10	59054	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
183	木婉清碎片	木婉清碎片	3	278	278	10	59055	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
184	王语嫣碎片	王语嫣碎片	3	279	279	10	59056	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
185	阿朱碎片	阿朱碎片	3	280	280	10	59057	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
186	阿紫碎片	阿紫碎片	3	281	281	10	59058	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
187	西夏公主碎片	西夏公主碎片	3	282	282	10	59059	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
188	阿碧碎片	阿碧碎片	3	283	283	10	59060	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
189	李秋水碎片	李秋水碎片	3	284	284	10	59061	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
190	天山童姥碎片	天山童姥碎片	3	285	285	10	59062	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
191	软星竹碎片	软星竹碎片	3	286	286	10	59063	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
192	钟灵碎片	钟灵碎片	3	287	287	10	59064	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
193	马夫人碎片	马夫人碎片	3	288	288	10	59065	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
194	王夫人碎片	王夫人碎片	3	289	289	10	56537	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
195	甘宝宝碎片洗	甘宝宝碎片洗	3	327	343	10	59054	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
196	木婉清碎片洗	木婉清碎片洗	3	327	343	10	59055	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
197	王语嫣碎片洗	王语嫣碎片洗	3	327	343	10	59056	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
198	阿朱碎片洗	阿朱碎片洗	3	327	343	10	59057	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
199	阿紫碎片洗	阿紫碎片洗	3	327	343	10	59058	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
200	西夏公主碎片洗	西夏公主碎片洗	3	327	343	10	59059	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
201	阿碧碎片洗	阿碧碎片洗	3	327	343	10	59060	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
202	李秋水碎片洗	李秋水碎片洗	3	327	343	10	59061	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
203	天山童姥碎片洗	天山童姥碎片洗	3	327	343	10	59062	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
204	软星竹碎片洗	软星竹碎片洗	3	327	343	10	59063	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
205	钟灵碎片洗	钟灵碎片洗	3	327	343	10	59064	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
206	马夫人碎片洗	马夫人碎片洗	3	327	343	10	59065	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
207	刀白凤碎片洗	刀白凤碎片洗	3	327	343	10	56535	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
208	秦红棉碎片洗	秦红棉碎片洗	3	327	343	10	56536	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
209	王夫人碎片洗	王夫人碎片洗	3	327	343	10	56537	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
210	普通结婚戒指合成	普通结婚戒指合成	3	305	305	10	2000	1	8203	1	2012	99	2021	99	-1	-1	-1	-1
211	红马碎片合成	汗血马碎片合成	3	306	306	10	59142	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
212	赤焰麒麟碎片	赤焰麒麟碎片	3	307	307	10	59145	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
213	圣诞合成	圣诞袜在哪里	4	308	311	10	59166	5	59167	3	59168	1	-1	-1	-1	-1	-1	-1
214	二品升星丹	二品升星丹	3	312	312	10	4600	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
215	三品升星丹	三品升星丹	3	313	313	20	4602	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
216	四品升星丹	四品升星丹	3	314	314	30	4603	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
217	五品升星丹	五品升星丹	3	315	315	40	4604	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
