Id	GroupId	GoodsId	Rate	Desc	Name
62	3	51061	984	生活技能装戒指（60）	百川戒指
63	3	51062	1107	生活技能装戒指（60）	百川戒指
64	3	51063	1230	生活技能装戒指（60）	百川戒指
65	3	51064	1353	生活技能装戒指（60）	百川戒指
66	3	51065	1476	生活技能装戒指（60）	百川戒指
67	3	51066	1599	生活技能装戒指（60）	百川戒指
68	3	51067	1722	生活技能装戒指（60）	百川戒指
69	3	51068	1845	生活技能装戒指（60）	百川戒指
70	3	51069	1968	生活技能装戒指（60）	百川戒指
71	3	51070	2091	生活技能装戒指（60）	百川戒指
72	3	51071	2214	生活技能装戒指（60）	百川戒指
73	3	51072	2337	生活技能装戒指（60）	百川戒指
74	3	51073	2460	生活技能装戒指（60）	百川戒指
75	3	51074	2583	生活技能装戒指（60）	百川戒指
76	3	51075	2706	生活技能装戒指（60）	百川戒指
77	3	51076	2829	生活技能装戒指（60）	百川戒指
78	3	51077	2952	生活技能装戒指（60）	百川戒指
79	3	51078	3075	生活技能装戒指（60）	百川戒指
80	3	51079	3198	生活技能装戒指（60）	百川戒指
81	3	51080	3321	生活技能装戒指（60）	百川戒指
82	3	51081	3444	生活技能装戒指（60）	百川戒指
83	3	51082	3567	生活技能装戒指（60）	百川戒指
84	3	51083	3690	生活技能装戒指（60）	百川戒指
85	3	51084	3813	生活技能装戒指（60）	百川戒指
86	3	51085	3936	生活技能装戒指（60）	百川戒指
87	3	51086	4059	生活技能装戒指（60）	百川戒指
88	3	51087	4182	生活技能装戒指（60）	百川戒指
89	3	51088	4305	生活技能装戒指（60）	百川戒指
90	3	51089	4428	生活技能装戒指（60）	百川戒指
91	3	51090	4551	生活技能装戒指（60）	百川戒指
92	3	51091	4674	生活技能装戒指（60）	百川戒指
93	3	51092	4797	生活技能装戒指（60）	百川戒指
94	3	51093	4920	生活技能装戒指（60）	百川戒指
95	3	51094	5043	生活技能装戒指（60）	百川戒指
96	3	51095	5166	生活技能装戒指（60）	百川戒指
97	3	51096	5289	生活技能装戒指（60）	百川戒指
98	3	51097	5412	生活技能装戒指（60）	百川戒指
99	3	51098	5535	生活技能装戒指（60）	百川戒指
100	3	51099	5658	生活技能装戒指（60）	百川戒指
101	3	51100	5781	生活技能装戒指（60）	百川戒指
102	3	51101	5904	生活技能装戒指（60）	百川戒指
103	3	51102	6027	生活技能装戒指（60）	百川戒指
104	3	51103	6150	生活技能装戒指（60）	百川戒指
105	3	51104	6273	生活技能装戒指（60）	百川戒指
106	3	51105	6396	生活技能装戒指（60）	百川戒指
107	3	51106	6519	生活技能装戒指（60）	百川戒指
108	3	51107	6642	生活技能装戒指（60）	百川戒指
109	3	51108	6765	生活技能装戒指（60）	百川戒指
110	3	51109	6888	生活技能装戒指（60）	百川戒指
111	3	51110	7011	生活技能装戒指（60）	百川戒指
112	3	51111	7134	生活技能装戒指（60）	百川戒指
113	3	51112	7257	生活技能装戒指（60）	百川戒指
114	3	51113	7380	生活技能装戒指（60）	百川戒指
115	3	51114	7503	生活技能装戒指（60）	百川戒指
116	3	51115	7626	生活技能装戒指（60）	百川戒指
117	3	51116	7749	生活技能装戒指（60）	百川戒指
118	3	51117	7872	生活技能装戒指（60）	百川戒指
119	3	51118	7995	生活技能装戒指（60）	百川戒指
120	3	51119	8118	生活技能装戒指（60）	百川戒指
121	3	51120	8241	生活技能装戒指（60）	百川戒指
122	3	51121	8364	生活技能装戒指（60）	百川戒指
123	3	51122	8487	生活技能装戒指（60）	百川戒指
124	3	51123	8610	生活技能装戒指（60）	百川戒指
125	3	51124	8733	生活技能装戒指（60）	百川戒指
126	3	51125	8856	生活技能装戒指（60）	百川戒指
127	3	51126	8979	生活技能装戒指（60）	百川戒指
128	3	51127	9102	生活技能装戒指（60）	百川戒指
129	3	51128	9225	生活技能装戒指（60）	百川戒指
130	3	51129	9348	生活技能装戒指（60）	百川戒指
131	3	51130	9471	生活技能装戒指（60）	百川戒指
132	3	51131	9594	生活技能装戒指（60）	百川戒指
133	3	51132	9717	生活技能装戒指（60）	百川戒指
134	3	51133	9840	生活技能装戒指（60）	百川戒指
135	3	51134	10000	生活技能装戒指（60）	百川戒指
136	4	51135	123	生活技能装护符（60）	轻语护符
137	4	51136	246	生活技能装护符（60）	轻语护符
138	4	51137	369	生活技能装护符（60）	轻语护符
139	4	51138	492	生活技能装护符（60）	轻语护符
140	4	51139	615	生活技能装护符（60）	轻语护符
141	4	51140	738	生活技能装护符（60）	轻语护符
142	4	51141	861	生活技能装护符（60）	轻语护符
143	4	51142	984	生活技能装护符（60）	轻语护符
144	4	51143	1107	生活技能装护符（60）	轻语护符
145	4	51144	1230	生活技能装护符（60）	轻语护符
146	4	51145	1353	生活技能装护符（60）	轻语护符
147	4	51146	1476	生活技能装护符（60）	轻语护符
148	4	51147	1599	生活技能装护符（60）	轻语护符
149	4	51148	1722	生活技能装护符（60）	轻语护符
150	4	51149	1845	生活技能装护符（60）	轻语护符
151	4	51150	1968	生活技能装护符（60）	轻语护符
152	4	51151	2091	生活技能装护符（60）	轻语护符
153	4	51152	2214	生活技能装护符（60）	轻语护符
154	4	51153	2337	生活技能装护符（60）	轻语护符
155	4	51154	2460	生活技能装护符（60）	轻语护符
156	4	51155	2583	生活技能装护符（60）	轻语护符
157	4	51156	2706	生活技能装护符（60）	轻语护符
158	4	51157	2829	生活技能装护符（60）	轻语护符
159	4	51158	2952	生活技能装护符（60）	轻语护符
160	4	51159	3075	生活技能装护符（60）	轻语护符
161	4	51160	3198	生活技能装护符（60）	轻语护符
162	4	51161	3321	生活技能装护符（60）	轻语护符
163	4	51162	3444	生活技能装护符（60）	轻语护符
164	4	51163	3567	生活技能装护符（60）	轻语护符
165	4	51164	3690	生活技能装护符（60）	轻语护符
166	4	51165	3813	生活技能装护符（60）	轻语护符
167	4	51166	3936	生活技能装护符（60）	轻语护符
168	4	51167	4059	生活技能装护符（60）	轻语护符
169	4	51168	4182	生活技能装护符（60）	轻语护符
170	4	51169	4305	生活技能装护符（60）	轻语护符
171	4	51170	4428	生活技能装护符（60）	轻语护符
172	4	51171	4551	生活技能装护符（60）	轻语护符
173	4	51172	4674	生活技能装护符（60）	轻语护符
174	4	51173	4797	生活技能装护符（60）	轻语护符
175	4	51174	4920	生活技能装护符（60）	轻语护符
176	4	51175	5043	生活技能装护符（60）	轻语护符
177	4	51176	5166	生活技能装护符（60）	轻语护符
178	4	51177	5289	生活技能装护符（60）	轻语护符
179	4	51178	5412	生活技能装护符（60）	轻语护符
180	4	51179	5535	生活技能装护符（60）	轻语护符
181	4	51180	5658	生活技能装护符（60）	轻语护符
182	4	51181	5781	生活技能装护符（60）	轻语护符
183	4	51182	5904	生活技能装护符（60）	轻语护符
184	4	51183	6027	生活技能装护符（60）	轻语护符
185	4	51184	6150	生活技能装护符（60）	轻语护符
186	4	51185	6273	生活技能装护符（60）	轻语护符
187	4	51186	6396	生活技能装护符（60）	轻语护符
188	4	51187	6519	生活技能装护符（60）	轻语护符
189	4	51188	6642	生活技能装护符（60）	轻语护符
190	4	51189	6765	生活技能装护符（60）	轻语护符
191	4	51190	6888	生活技能装护符（60）	轻语护符
192	4	51191	7011	生活技能装护符（60）	轻语护符
193	4	51192	7134	生活技能装护符（60）	轻语护符
194	4	51193	7257	生活技能装护符（60）	轻语护符
195	4	51194	7380	生活技能装护符（60）	轻语护符
196	4	51195	7503	生活技能装护符（60）	轻语护符
197	4	51196	7626	生活技能装护符（60）	轻语护符
198	4	51197	7749	生活技能装护符（60）	轻语护符
199	4	51198	7872	生活技能装护符（60）	轻语护符
200	4	51199	7995	生活技能装护符（60）	轻语护符
201	4	51200	8118	生活技能装护符（60）	轻语护符
202	4	51201	8241	生活技能装护符（60）	轻语护符
203	4	51202	8364	生活技能装护符（60）	轻语护符
204	4	51203	8487	生活技能装护符（60）	轻语护符
205	4	51204	8610	生活技能装护符（60）	轻语护符
206	4	51205	8733	生活技能装护符（60）	轻语护符
207	4	51206	8856	生活技能装护符（60）	轻语护符
208	4	51207	8979	生活技能装护符（60）	轻语护符
209	4	51208	9102	生活技能装护符（60）	轻语护符
210	4	51209	9225	生活技能装护符（60）	轻语护符
211	4	51210	9348	生活技能装护符（60）	轻语护符
212	4	51211	9471	生活技能装护符（60）	轻语护符
213	4	51212	9594	生活技能装护符（60）	轻语护符
214	4	51213	9717	生活技能装护符（60）	轻语护符
215	4	51214	9840	生活技能装护符（60）	轻语护符
216	4	51215	10000	生活技能装护符（60）	轻语护符
217	5	51216	41	生活技能装戒指（80）	妖言戒指
218	5	51217	82	生活技能装戒指（80）	妖言戒指
219	5	51218	123	生活技能装戒指（80）	妖言戒指
220	5	51219	164	生活技能装戒指（80）	妖言戒指
221	5	51220	205	生活技能装戒指（80）	妖言戒指
222	5	51221	246	生活技能装戒指（80）	妖言戒指
223	5	51222	287	生活技能装戒指（80）	妖言戒指
224	5	51223	328	生活技能装戒指（80）	妖言戒指
225	5	51224	369	生活技能装戒指（80）	妖言戒指
226	5	51225	410	生活技能装戒指（80）	妖言戒指
227	5	51226	451	生活技能装戒指（80）	妖言戒指
228	5	51227	492	生活技能装戒指（80）	妖言戒指
229	5	51228	533	生活技能装戒指（80）	妖言戒指
230	5	51229	574	生活技能装戒指（80）	妖言戒指
231	5	51230	615	生活技能装戒指（80）	妖言戒指
232	5	51231	656	生活技能装戒指（80）	妖言戒指
233	5	51232	697	生活技能装戒指（80）	妖言戒指
234	5	51233	738	生活技能装戒指（80）	妖言戒指
235	5	51234	779	生活技能装戒指（80）	妖言戒指
236	5	51235	820	生活技能装戒指（80）	妖言戒指
237	5	51236	861	生活技能装戒指（80）	妖言戒指
238	5	51237	902	生活技能装戒指（80）	妖言戒指
239	5	51238	943	生活技能装戒指（80）	妖言戒指
240	5	51239	984	生活技能装戒指（80）	妖言戒指
241	5	51240	1025	生活技能装戒指（80）	妖言戒指
242	5	51241	1066	生活技能装戒指（80）	妖言戒指
243	5	51242	1107	生活技能装戒指（80）	妖言戒指
244	5	51243	1148	生活技能装戒指（80）	妖言戒指
245	5	51244	1189	生活技能装戒指（80）	妖言戒指
246	5	51245	1230	生活技能装戒指（80）	妖言戒指
247	5	51246	1271	生活技能装戒指（80）	妖言戒指
248	5	51247	1312	生活技能装戒指（80）	妖言戒指
249	5	51248	1353	生活技能装戒指（80）	妖言戒指
250	5	51249	1394	生活技能装戒指（80）	妖言戒指
251	5	51250	1435	生活技能装戒指（80）	妖言戒指
252	5	51251	1476	生活技能装戒指（80）	妖言戒指
253	5	51252	1517	生活技能装戒指（80）	妖言戒指
254	5	51253	1558	生活技能装戒指（80）	妖言戒指
255	5	51254	1599	生活技能装戒指（80）	妖言戒指
256	5	51255	1640	生活技能装戒指（80）	妖言戒指
257	5	51256	1681	生活技能装戒指（80）	妖言戒指
258	5	51257	1722	生活技能装戒指（80）	妖言戒指
259	5	51258	1763	生活技能装戒指（80）	妖言戒指
260	5	51259	1804	生活技能装戒指（80）	妖言戒指
261	5	51260	1845	生活技能装戒指（80）	妖言戒指
262	5	51261	1886	生活技能装戒指（80）	妖言戒指
263	5	51262	1927	生活技能装戒指（80）	妖言戒指
264	5	51263	1968	生活技能装戒指（80）	妖言戒指
265	5	51264	2009	生活技能装戒指（80）	妖言戒指
266	5	51265	2050	生活技能装戒指（80）	妖言戒指
267	5	51266	2091	生活技能装戒指（80）	妖言戒指
268	5	51267	2132	生活技能装戒指（80）	妖言戒指
269	5	51268	2173	生活技能装戒指（80）	妖言戒指
270	5	51269	2214	生活技能装戒指（80）	妖言戒指
271	5	51270	2255	生活技能装戒指（80）	妖言戒指
272	5	51271	2296	生活技能装戒指（80）	妖言戒指
273	5	51272	2337	生活技能装戒指（80）	妖言戒指
274	5	51273	2378	生活技能装戒指（80）	妖言戒指
275	5	51274	2419	生活技能装戒指（80）	妖言戒指
276	5	51275	2460	生活技能装戒指（80）	妖言戒指
277	5	51276	2501	生活技能装戒指（80）	妖言戒指
278	5	51277	2542	生活技能装戒指（80）	妖言戒指
279	5	51278	2583	生活技能装戒指（80）	妖言戒指
280	5	51279	2624	生活技能装戒指（80）	妖言戒指
281	5	51280	2665	生活技能装戒指（80）	妖言戒指
282	5	51281	2706	生活技能装戒指（80）	妖言戒指
283	5	51282	2747	生活技能装戒指（80）	妖言戒指
284	5	51283	2788	生活技能装戒指（80）	妖言戒指
285	5	51284	2829	生活技能装戒指（80）	妖言戒指
286	5	51285	2870	生活技能装戒指（80）	妖言戒指
287	5	51286	2911	生活技能装戒指（80）	妖言戒指
288	5	51287	2952	生活技能装戒指（80）	妖言戒指
289	5	51288	2993	生活技能装戒指（80）	妖言戒指
290	5	51289	3034	生活技能装戒指（80）	妖言戒指
291	5	51290	3075	生活技能装戒指（80）	妖言戒指
292	5	51291	3116	生活技能装戒指（80）	妖言戒指
293	5	51292	3157	生活技能装戒指（80）	妖言戒指
294	5	51293	3198	生活技能装戒指（80）	妖言戒指
295	5	51294	3239	生活技能装戒指（80）	妖言戒指
296	5	51295	3280	生活技能装戒指（80）	妖言戒指
297	5	51296	3321	生活技能装戒指（80）	妖言戒指
298	5	51297	3362	生活技能装戒指（80）	妖言戒指
299	5	51298	3403	生活技能装戒指（80）	妖言戒指
300	5	51299	3444	生活技能装戒指（80）	妖言戒指
301	5	51300	3485	生活技能装戒指（80）	妖言戒指
302	5	51301	3526	生活技能装戒指（80）	妖言戒指
303	5	51302	3567	生活技能装戒指（80）	妖言戒指
304	5	51303	3608	生活技能装戒指（80）	妖言戒指
305	5	51304	3649	生活技能装戒指（80）	妖言戒指
306	5	51305	3690	生活技能装戒指（80）	妖言戒指
307	5	51306	3731	生活技能装戒指（80）	妖言戒指
308	5	51307	3772	生活技能装戒指（80）	妖言戒指
309	5	51308	3813	生活技能装戒指（80）	妖言戒指
310	5	51309	3854	生活技能装戒指（80）	妖言戒指
311	5	51310	3895	生活技能装戒指（80）	妖言戒指
312	5	51311	3936	生活技能装戒指（80）	妖言戒指
313	5	51312	3977	生活技能装戒指（80）	妖言戒指
314	5	51313	4018	生活技能装戒指（80）	妖言戒指
315	5	51314	4059	生活技能装戒指（80）	妖言戒指
316	5	51315	4100	生活技能装戒指（80）	妖言戒指
317	5	51316	4141	生活技能装戒指（80）	妖言戒指
318	5	51317	4182	生活技能装戒指（80）	妖言戒指
319	5	51318	4223	生活技能装戒指（80）	妖言戒指
320	5	51319	4264	生活技能装戒指（80）	妖言戒指
321	5	51320	4305	生活技能装戒指（80）	妖言戒指
322	5	51321	4346	生活技能装戒指（80）	妖言戒指
323	5	51322	4387	生活技能装戒指（80）	妖言戒指
324	5	51323	4428	生活技能装戒指（80）	妖言戒指
325	5	51324	4469	生活技能装戒指（80）	妖言戒指
326	5	51325	4510	生活技能装戒指（80）	妖言戒指
327	5	51326	4551	生活技能装戒指（80）	妖言戒指
328	5	51327	4592	生活技能装戒指（80）	妖言戒指
329	5	51328	4633	生活技能装戒指（80）	妖言戒指
330	5	51329	4674	生活技能装戒指（80）	妖言戒指
331	5	51330	4715	生活技能装戒指（80）	妖言戒指
332	5	51331	4756	生活技能装戒指（80）	妖言戒指
333	5	51332	4797	生活技能装戒指（80）	妖言戒指
334	5	51333	4838	生活技能装戒指（80）	妖言戒指
335	5	51334	4879	生活技能装戒指（80）	妖言戒指
336	5	51335	4920	生活技能装戒指（80）	妖言戒指
337	5	51336	4961	生活技能装戒指（80）	妖言戒指
338	5	51337	5002	生活技能装戒指（80）	妖言戒指
339	5	51338	5043	生活技能装戒指（80）	妖言戒指
340	5	51339	5084	生活技能装戒指（80）	妖言戒指
341	5	51340	5125	生活技能装戒指（80）	妖言戒指
342	5	51341	5166	生活技能装戒指（80）	妖言戒指
343	5	51342	5207	生活技能装戒指（80）	妖言戒指
344	5	51343	5248	生活技能装戒指（80）	妖言戒指
345	5	51344	5289	生活技能装戒指（80）	妖言戒指
346	5	51345	5330	生活技能装戒指（80）	妖言戒指
347	5	51346	5371	生活技能装戒指（80）	妖言戒指
348	5	51347	5412	生活技能装戒指（80）	妖言戒指
349	5	51348	5453	生活技能装戒指（80）	妖言戒指
350	5	51349	5494	生活技能装戒指（80）	妖言戒指
351	5	51350	5535	生活技能装戒指（80）	妖言戒指
352	5	51351	5576	生活技能装戒指（80）	妖言戒指
353	5	51352	5617	生活技能装戒指（80）	妖言戒指
354	5	51353	5658	生活技能装戒指（80）	妖言戒指
355	5	51354	5699	生活技能装戒指（80）	妖言戒指
356	5	51355	5740	生活技能装戒指（80）	妖言戒指
357	5	51356	5781	生活技能装戒指（80）	妖言戒指
358	5	51357	5822	生活技能装戒指（80）	妖言戒指
359	5	51358	5863	生活技能装戒指（80）	妖言戒指
360	5	51359	5904	生活技能装戒指（80）	妖言戒指
361	5	51360	5945	生活技能装戒指（80）	妖言戒指
362	5	51361	5986	生活技能装戒指（80）	妖言戒指
363	5	51362	6027	生活技能装戒指（80）	妖言戒指
364	5	51363	6068	生活技能装戒指（80）	妖言戒指
365	5	51364	6109	生活技能装戒指（80）	妖言戒指
366	5	51365	6150	生活技能装戒指（80）	妖言戒指
367	5	51366	6191	生活技能装戒指（80）	妖言戒指
368	5	51367	6232	生活技能装戒指（80）	妖言戒指
369	5	51368	6273	生活技能装戒指（80）	妖言戒指
370	5	51369	6314	生活技能装戒指（80）	妖言戒指
371	5	51370	6355	生活技能装戒指（80）	妖言戒指
372	5	51371	6396	生活技能装戒指（80）	妖言戒指
373	5	51372	6437	生活技能装戒指（80）	妖言戒指
374	5	51373	6478	生活技能装戒指（80）	妖言戒指
375	5	51374	6519	生活技能装戒指（80）	妖言戒指
376	5	51375	6560	生活技能装戒指（80）	妖言戒指
377	5	51376	6601	生活技能装戒指（80）	妖言戒指
378	5	51377	6642	生活技能装戒指（80）	妖言戒指
379	5	51378	6683	生活技能装戒指（80）	妖言戒指
380	5	51379	6724	生活技能装戒指（80）	妖言戒指
381	5	51380	6765	生活技能装戒指（80）	妖言戒指
382	5	51381	6806	生活技能装戒指（80）	妖言戒指
383	5	51382	6847	生活技能装戒指（80）	妖言戒指
384	5	51383	6888	生活技能装戒指（80）	妖言戒指
385	5	51384	6929	生活技能装戒指（80）	妖言戒指
386	5	51385	6970	生活技能装戒指（80）	妖言戒指
387	5	51386	7011	生活技能装戒指（80）	妖言戒指
388	5	51387	7052	生活技能装戒指（80）	妖言戒指
389	5	51388	7093	生活技能装戒指（80）	妖言戒指
390	5	51389	7134	生活技能装戒指（80）	妖言戒指
391	5	51390	7175	生活技能装戒指（80）	妖言戒指
392	5	51391	7216	生活技能装戒指（80）	妖言戒指
393	5	51392	7257	生活技能装戒指（80）	妖言戒指
394	5	51393	7298	生活技能装戒指（80）	妖言戒指
395	5	51394	7339	生活技能装戒指（80）	妖言戒指
396	5	51395	7380	生活技能装戒指（80）	妖言戒指
397	5	51396	7421	生活技能装戒指（80）	妖言戒指
398	5	51397	7462	生活技能装戒指（80）	妖言戒指
399	5	51398	7503	生活技能装戒指（80）	妖言戒指
400	5	51399	7544	生活技能装戒指（80）	妖言戒指
401	5	51400	7585	生活技能装戒指（80）	妖言戒指
402	5	51401	7626	生活技能装戒指（80）	妖言戒指
403	5	51402	7667	生活技能装戒指（80）	妖言戒指
404	5	51403	7708	生活技能装戒指（80）	妖言戒指
405	5	51404	7749	生活技能装戒指（80）	妖言戒指
406	5	51405	7790	生活技能装戒指（80）	妖言戒指
407	5	51406	7831	生活技能装戒指（80）	妖言戒指
408	5	51407	7872	生活技能装戒指（80）	妖言戒指
409	5	51408	7913	生活技能装戒指（80）	妖言戒指
410	5	51409	7954	生活技能装戒指（80）	妖言戒指
411	5	51410	7995	生活技能装戒指（80）	妖言戒指
412	5	51411	8036	生活技能装戒指（80）	妖言戒指
413	5	51412	8077	生活技能装戒指（80）	妖言戒指
414	5	51413	8118	生活技能装戒指（80）	妖言戒指
415	5	51414	8159	生活技能装戒指（80）	妖言戒指
416	5	51415	8200	生活技能装戒指（80）	妖言戒指
417	5	51416	8241	生活技能装戒指（80）	妖言戒指
418	5	51417	8282	生活技能装戒指（80）	妖言戒指
419	5	51418	8323	生活技能装戒指（80）	妖言戒指
420	5	51419	8364	生活技能装戒指（80）	妖言戒指
421	5	51420	8405	生活技能装戒指（80）	妖言戒指
422	5	51421	8446	生活技能装戒指（80）	妖言戒指
423	5	51422	8487	生活技能装戒指（80）	妖言戒指
424	5	51423	8528	生活技能装戒指（80）	妖言戒指
425	5	51424	8569	生活技能装戒指（80）	妖言戒指
426	5	51425	8610	生活技能装戒指（80）	妖言戒指
427	5	51426	8651	生活技能装戒指（80）	妖言戒指
428	5	51427	8692	生活技能装戒指（80）	妖言戒指
429	5	51428	8733	生活技能装戒指（80）	妖言戒指
430	5	51429	8774	生活技能装戒指（80）	妖言戒指
431	5	51430	8815	生活技能装戒指（80）	妖言戒指
432	5	51431	8856	生活技能装戒指（80）	妖言戒指
433	5	51432	8897	生活技能装戒指（80）	妖言戒指
434	5	51433	8938	生活技能装戒指（80）	妖言戒指
435	5	51434	8979	生活技能装戒指（80）	妖言戒指
436	5	51435	9020	生活技能装戒指（80）	妖言戒指
437	5	51436	9061	生活技能装戒指（80）	妖言戒指
438	5	51437	9102	生活技能装戒指（80）	妖言戒指
439	5	51438	9143	生活技能装戒指（80）	妖言戒指
440	5	51439	9184	生活技能装戒指（80）	妖言戒指
441	5	51440	9225	生活技能装戒指（80）	妖言戒指
442	5	51441	9266	生活技能装戒指（80）	妖言戒指
443	5	51442	9307	生活技能装戒指（80）	妖言戒指
444	5	51443	9348	生活技能装戒指（80）	妖言戒指
445	5	51444	9389	生活技能装戒指（80）	妖言戒指
446	5	51445	9430	生活技能装戒指（80）	妖言戒指
447	5	51446	9471	生活技能装戒指（80）	妖言戒指
448	5	51447	9512	生活技能装戒指（80）	妖言戒指
449	5	51448	9553	生活技能装戒指（80）	妖言戒指
450	5	51449	9594	生活技能装戒指（80）	妖言戒指
451	5	51450	9635	生活技能装戒指（80）	妖言戒指
452	5	51451	9676	生活技能装戒指（80）	妖言戒指
453	5	51452	9717	生活技能装戒指（80）	妖言戒指
454	5	51453	9758	生活技能装戒指（80）	妖言戒指
455	5	51454	9799	生活技能装戒指（80）	妖言戒指
456	5	51455	9840	生活技能装戒指（80）	妖言戒指
457	5	51456	9881	生活技能装戒指（80）	妖言戒指
458	5	51457	9922	生活技能装戒指（80）	妖言戒指
459	5	51458	10000	生活技能装戒指（80）	妖言戒指
460	6	51459	41	生活技能装护符（80）	玄蝶护符
461	6	51460	82	生活技能装护符（80）	玄蝶护符
462	6	51461	123	生活技能装护符（80）	玄蝶护符
463	6	51462	164	生活技能装护符（80）	玄蝶护符
464	6	51463	205	生活技能装护符（80）	玄蝶护符
465	6	51464	246	生活技能装护符（80）	玄蝶护符
466	6	51465	287	生活技能装护符（80）	玄蝶护符
467	6	51466	328	生活技能装护符（80）	玄蝶护符
468	6	51467	369	生活技能装护符（80）	玄蝶护符
469	6	51468	410	生活技能装护符（80）	玄蝶护符
470	6	51469	451	生活技能装护符（80）	玄蝶护符
471	6	51470	492	生活技能装护符（80）	玄蝶护符
472	6	51471	533	生活技能装护符（80）	玄蝶护符
473	6	51472	574	生活技能装护符（80）	玄蝶护符
474	6	51473	615	生活技能装护符（80）	玄蝶护符
475	6	51474	656	生活技能装护符（80）	玄蝶护符
476	6	51475	697	生活技能装护符（80）	玄蝶护符
477	6	51476	738	生活技能装护符（80）	玄蝶护符
478	6	51477	779	生活技能装护符（80）	玄蝶护符
479	6	51478	820	生活技能装护符（80）	玄蝶护符
480	6	51479	861	生活技能装护符（80）	玄蝶护符
481	6	51480	902	生活技能装护符（80）	玄蝶护符
482	6	51481	943	生活技能装护符（80）	玄蝶护符
483	6	51482	984	生活技能装护符（80）	玄蝶护符
484	6	51483	1025	生活技能装护符（80）	玄蝶护符
485	6	51484	1066	生活技能装护符（80）	玄蝶护符
486	6	51485	1107	生活技能装护符（80）	玄蝶护符
487	6	51486	1148	生活技能装护符（80）	玄蝶护符
488	6	51487	1189	生活技能装护符（80）	玄蝶护符
489	6	51488	1230	生活技能装护符（80）	玄蝶护符
490	6	51489	1271	生活技能装护符（80）	玄蝶护符
