Id	Desc	TargetPosX	TargetPosY	TargetPosZ	TargetPosRadius	SpeakerID	SpriteName	Story	NextPageTime
17	聚贤庄副本_剧情对话_3	-1	-1	-1	-1	78	benyin	佛门弟子不得饮酒，这就以茶代酒向乔施主讨教几招，失礼之处还请赎罪则个！	1
						8	QiaoFeng	乔某不敢，大师，请！	1
18	聚贤庄副本_剧情对话_4	-1	-1	-1	-1	84	MaWuDe	姓乔的，我来跟你喝一碗！	1
						8	QiaoFeng	乔某和天下英雄喝这绝交酒，乃是将往日恩义一笔勾销之意。凭你也配和我喝这绝交酒？你跟我有什么交情？	1
19	聚贤庄副本_剧情对话_5	-1	-1	-1	-1	8	QiaoFeng	白兄且慢！咱们是多年好兄弟，望念在乔某昔日稍有微劳，白兄替兄弟照护阿朱姑娘平安周全。	1
						90	baishijing	乔兄放心，白世镜定当求恳薛神医赐予医治。这位阮姑娘若有三长两短，白世镜自刎以谢乔兄便了。	1
20	首登洱海	-1	-1	-1	-1	-1	MainPlayer	呃，头好晕，我怎么在这？ 这是哪里？	5
						-1	MainPlayer	前面似乎有个村子… 	5
21	日常-掌门问候	12.08	-1	33.57	2	-1	MainPlayer	家师让我来问候王姑娘。	5
						218	wangyuyan	你师傅太客气了，谢谢他一直惦记。	5
22	日常-掌门问候	54	-1	32	2	-1	MainPlayer	多日不见，师傅老是提起您，让我来来看看你。	5
						8	QiaoFeng	乔峰何德何能让他老人家记挂，你师傅他好么？	5
23	日常-掌门问候	60.76	-1	51.64	2	-1	MainPlayer	家师让我问候你，有空要常走动啊。	5
						200	abi	一定去，你师傅这么忙还想着我，真是重情义。	5
24	【主】6酒量	54.05	17	32.17	2	-1	MainPlayer	小二，这位爷台的酒菜都算在我这儿。	5
						8	QiaoFeng	$R，过来同饮一杯如何？	5
						-1	MainPlayer	最好，最好，敢问阁下大名？	5
						8	QiaoFeng	$R何必明知故问？大家不拘形迹，喝上几碗，岂非大是妙事？待得敌我分明，便没有余味了。	5
						-1	MainPlayer	兄台想必是认错了人，以为我是敌人。不过‘不拘形迹’四字，最是喜欢，请啊！	5
						8	QiaoFeng	没想到你这人喝酒倒是爽快，只不过这小碗喝着没什么意思，不如将地上的几坛高粱拿来喝。	5
25	【主】9驭兽	81.04	17	66	2	9	ZhuDanChen	小人祖上是猎户，到了我这一代才转行做起了布匹生意。	5
						-1	MainPlayer	难怪你说懂得驭兽之术，这就不奇怪了。	5
						9	ZhuDanChen	驭兽之术有三种层次，小人目前也只掌握到第二种心驭层次。	5
26	【主】18朋友	17.55	20.01025	52.42	2	32	zhongling	不会是左老头出尔反尔，让你来抓我的吧？	5
						-1	MainPlayer	姑娘误会了。闪电貂是你养的宠物吧？	5
						32	zhongling	是啊，你怎么会知道？	5
						-1	MainPlayer	那就不会错了，我是来找段公子的。	5
						32	zhongling	原来你是段大哥的朋友啊。	5
						-1	MainPlayer	也算不上朋友，段公子有恩于我，此次前来是替他家里传话给他。	5
27	【主】孽缘2	40.82	18.21	9.51	2	41	GanBaoBao	这姓段的年轻人可是大理人士？	5
						-1	MainPlayer	正是，他父亲乃是大理镇南王。	5
						41	GanBaoBao	啊，他父亲可是叫段正淳？	5
						-1	MainPlayer	是啊，你怎么知道？	5
						41	GanBaoBao	好冤家，他竟是他的儿子。	5
						-1	MainPlayer	什么他是他的儿子，他是谁？	5
						41	GanBaoBao	啊，没什么，我又失态了，让你见笑了。	5
28	【主】威逼5	19.94	19.99	37.89	2	188	heiyiren	老子的武功天下第二，这小子竟不愿拜师，早晚有办法让他拜我为师的，哼哼。	5
						-1	MainPlayer	岳老三，拜师哪有一厢情愿的啊？	5
						188	heiyiren	他妈的，老子不是岳老三，老子是岳老二！	5
						-1	MainPlayer	好好，你是岳老二，那你凭什么说自己武功天下第二呢？ 	5
						188	heiyiren	这个……这个，反正老子就是天下第二你不服气么！	5
29	【主】危难10	46.58	18.9	17.45	2	192	benyin	本寺和大轮明王之约转眼就到。	5
						-1	MainPlayer	大轮明王之约？	5
						192	benyin	当年大轮明王与慕容博以武会友，慕容博不知从何处知晓本寺六脉神剑秘笈，十分推崇。	5
						-1	MainPlayer	本寺秘笈又与明王何干？	5
						192	benyin	明王以焚烧秘笈吊唁仙友为名要将六脉神剑秘笈带走，只怕是另有居心。	5
						-1	MainPlayer	这大轮明王也算是一代高僧，怎么如此强人所难！	5
						192	benyin	不错，明王天资聪慧，有过目不忘的能耐，若是得到秘笈非同小可。	5
30	【主】挑衅22	58.52	20.2	42.27	2	194	jiumozhi	吐蕃国晚辈鸠摩智，参见前辈大师。有常无常，双树枯荣，南北西东，非假非空！”	5
						193	kurongdashi	大轮明王博学精深，果然名不虚传。一见面便道破了我所参枯禅的来历。	5
						194	jiumozhi	天龙威名，小僧素所钦慕，不过小僧根器鲁钝，未能参透爱憎生死。慕容先生当年论及天下剑法，深信大理天龙寺‘六脉神剑’为天下诸剑中第一，恨未得见，引为平生最大憾事。	5
						194	jiumozhi	如今小僧拜寺打算以少林绝技交换六脉神剑剑谱，在故人坟前焚烧，以了心事。	5
						193	kurongdashi	本寺的一阳指尚自修习不得周全，要旁人的武学奇经作甚？明王远来辛苦，待敝寺设斋接风。	5
						194	jiumozhi	这六脉神剑的剑法，要是真如慕容先生所说的那么精奥，只怕贵寺虽有图谱，却也无人得能练成。	5
						193	kurongdashi	明王之言，是不是说：天龙寺倘若不允交经，大理、吐蕃两国便要兵戎相见？	5
						194	jiumozhi	我吐蕃国主早有与贵国国主会猎大理之念，只是小僧心想此举势必多伤人命，大违我佛慈悲本怀，数年来一直竭力劝止。	5
						-1	MainPlayer	好一个当世高僧，句句强词夺理，不就是想要人家的剑谱么，还这么厚脸皮摆大道理。	5
						194	jiumozhi	这位小施主是何人，似乎对小僧的话大为不屑，可否让我领教一二?	5
31	【主】挟持28	60.69	0.23	49.68	2	197	jiumozhi	小僧当年与慕容先生有约，要借贵门六脉神剑经去给他一观。此约未践，一直耿耿于怀。幸得$R心中记得此经，无可奈何，只有将你带到慕容先生墓前焚化，好让小僧不致失信于故人。	5
						-1	MainPlayer	嘴在你身上，我又受制与你，你怎么说都行。	5
						197	jiumozhi	$R人中龙凤，小僧与你无冤无仇，岂敢伤残？这中间尚有一个两全其美的法子。你只须将经文图谱一无遗漏的写了出来，我拿去在慕容先生墓前火化，了此宿愿，便即恭送公子回归大理。	5
						-1	MainPlayer	办不到，四大恶人摆明了是恶人，反而远较你这伪装“圣僧”的吐蕃和尚品格高得多了。	5
32	【主】冤屈30	109.33	0.03	70.9	2	195	LaiFu	昨日中午城西恶霸郑屠来我店里说他的兄弟在饭庄吃了些酒菜回去就死了，是我们下毒毒死的。	5
						-1	MainPlayer	这事应该报官，官府自然查的清清楚楚。	5
						195	LaiFu	那郑屠是府衙的老爷的大舅子，哪会为我等草民做主，这摆明了是要讹人么。	5
						-1	MainPlayer	岂有此理，这还有王法么！	5
						195	LaiFu	王法？王法都是用来约束我们这些草民的。郑屠已经扬言三日内要不交出饭庄的地契就一把火烧了这里，我可怎么活啊！	5
33	【主】警惕35	92.69	0.23	67.67	2	197	jiumozhi	小僧是慕容先生方外至交，特来老友墓前一祭，以践昔日之约。并盼得识慕容公子清范。	5
						196	abi	慕容公子刚刚前日出仔门，大师父早来得三日，便碰着公子了。	5
						-1	MainPlayer	姑娘是府上何人？	5
						196	abi	我是服侍公子抚琴吹笛的小丫头，叫做阿碧。$R勿要客气。 	5
34	【主】烦恼37	60.76	16.1	51.64	2	200	abi	最近来府上寻找公子爷的人着实不少。	5
						-1	MainPlayer	南乔峰北慕容，盛名之下必定有慕名者来府上拜会你们公子。	5
						200	abi	这话也不尽然，来府上闹事者也不少，不过无不是让我们公子打得落败而逃。	5
						-1	MainPlayer	素闻慕容家以彼之道还施彼身，天下一绝。	5
						200	abi	最近几位江湖高手均死在自己的成名绝技之下，公子正为此事烦恼，前几日以赶往丐帮去啦。	5
35	【主】演戏42	8.44	17.3	55.49	2	201	zhongwanchou	第一批强盗来找老爷，第二批怪人来找公子爷。我们说老爷故世了，公子爷不在，他们不信，前前后后的大搜了一阵。	5
						-1	MainPlayer	哦？老管家他们是什么人？	5
						201	zhongwanchou	一拨是云州秦家寨的，还有一拨是四川青城派的。	5
						-1	MainPlayer	这两拨人倒是很有来头，他们如何赖在这里不肯走呢？	5
						201	zhongwanchou	他们说要见到公子爷问个明白才肯走。	5
36	【主】【30-40】4澄清	60.76	16.1	51.64	2	200	abi	那姚伯当和司马林是为了报仇而来，我们出去与他们说个明白。	5
						-1	MainPlayer	一切听阿朱姐姐安排	5
						259	MaWuDe	非也非也，是谁这么大胆子敢欺负我阿朱妹子啊。	5
						200	abi	啊，原来是包三哥到了，这下可好了。	5
37	【主】8报仇	98.08	0.02842575	52.84	2	319	zhongling	这么长时间怎么也不回师门看看，大伙都很想你。	5
						-1	MainPlayer	哎，说来话长，对了，师傅他老人家好么？	5
						319	zhongling	别提了，自从你走后师傅就闭关不出，直到出关之日，众师兄弟去参见，才发现师傅被打成重伤。	5
						-1	MainPlayer	有这等事？岂有此理，是什么人干的？	5
						319	zhongling	此人蒙面攻击师傅，连师傅也未看清他的样貌，幸亏师傅功力深厚，否则已遭不幸。	5
						-1	MainPlayer	此仇不报枉为人。	5
						319	zhongling	我这次找你也是让你查找线索，另外镇派秘笈也失踪不见，师傅嘱咐要你一定找回此物。	5
38	【主】13寻找	24.98	17.16661	52.66	2	217	GanBaoBao	我曼陀山庄的所在没有几个外人知道，$R恐怕不是误闯进来的吧？	5
						-1	MainPlayer	听闻夫人府上的琅嬛玉洞收藏了天下武笈经典，可否让我一睹仙地。	5
						217	GanBaoBao	不错，却有琅嬛玉洞，但外人休想进入，我劝你还是别打什么歪主意。	5
						-1	MainPlayer	夫人误会了，只是为了寻找本门镇派秘笈线索而来，并非存非份之想，夫人明鉴。	5
39	【主】15外界	12.08	16.10297	33.57	2	218	wangyuyan	我听小婢说表哥被人冤枉，去了少林寺理论，果真如此么？	5
						-1	MainPlayer	确有此事，少林寺玄悲大师在凉州身戒寺被人用韦陀杵打死了。这种伤人手法据说只有姑苏慕容才会。	5
						218	wangyuyan	玄悲大师一定不是表哥打死的，韦陀杵这门十分难练，表哥是不会的。	5
40	【主】20蹊跷	35.43	15.8635	8.01	2	219	baishijing	$R贵派掌门被人偷袭？	5
						-1	MainPlayer	正是，所幸家师无碍，不过本门镇派秘笈却不翼而飞。	5
						219	baishijing	这……，不知道$R知否，近日我丐帮副帮主马大元惨死在自己的锁喉功下。	5
						-1	MainPlayer	略之一二，江湖上传闻是姑苏慕容家所为。	5
						219	baishijing	正是如此，我们乔帮主已经去找慕容复。	5
						-1	MainPlayer	莫非这几件事竟是同一个人干的。	5
						219	baishijing	我也百思不得其解，没有找到证据之前还不能定论。	5
41	【主】24不解	57.48	20.90073	27.68	2	222	QiaoFeng	我丐帮几位长老都是大英雄好汉子，今日若非有天大的缘故怎会反我？	5
						-1	MainPlayer	刚才吕长老也是如此分析。	5
						222	QiaoFeng	乔某顶天立地问心无愧，四位长老功劳赫赫非阴险狡诈之辈，定是受了小人煽动，此事还需慢慢查明。	5
						-1	MainPlayer	乔兄所言极是，江湖上接连出现奇案，说不定有什么大阴谋。	5
42	【主】27拉拢	57.07	22.28334	52.47	2	223	heiyiren	我西夏国主英明神武，成立一品堂广招天下英雄。	5
						-1	MainPlayer	西夏国整军经武，还不是来打我大宋江山的主意？	5
						223	heiyiren	$R此言差矣，我主爱慕人才，像$R这样的人物我们求贤若渴。	5
						-1	MainPlayer	想拉拢我么，只怕办不到！	5
						223	heiyiren	听$R之意，是对我一品堂不屑一顾喽。	5
43	【主】争辩33	60.24	16.0213	15.4	2	322	heiyiren	当年我在山东犯案被捉拿幸得乔大爷相救，哎，想不到他竟是这样的人。	5
						-1	MainPlayer	乔大哥为人正直，不似你说的那样啊。	5
						322	heiyiren	杀父、杀母、杀师的恶行，简直禽兽不如！	5
						-1	MainPlayer	我与乔大哥分开时，他说去查明真相，不知你说的父母和师傅是何人？	5
						322	heiyiren	玄苦大师是他的师父，此事本来极为隐秘，连少林派中也极少人知。这姓乔的恶贼只道杀了他父母和师父，便能隐瞒他的出身来历。	5
						-1	MainPlayer	我不相信乔大哥是这样的人。	5
44	【主】神医36	53.38	15.97602	70.27	2	324	heiyiren	薛神医是当世医中第一圣手，只因“神医”两字太出名，连他本来的名字大家也都不知道。	5
						-1	MainPlayer	你可知为何薛神医广撒英雄帖？	5
						324	heiyiren	薛神医大撒英雄帖，就是为了商议如何对付乔峰。这位‘阎王敌’嫉恶如仇，又听说他跟少林寺的玄难、玄寂两位大师交情不浅。	5
45	【主】聚众38	9.58	17.17353	35.14	2	-1	MainPlayer	乔峰是契丹狗种，还是堂堂汉人，此时还未分明。倘若他不是契丹胡虏，那又怎么讲？	5
						325	heiyiren	他对父母和师父都下毒手，这总是不假的，如此凶残之人怎能留他在世上。	5
						-1	MainPlayer	我和乔峰有数面之缘，实在难以相信他是这样的人。	5
						325	heiyiren	我知道你和乔峰有些交情，我不勉强$R。乔峰已经下了拜贴，不日将拜庄。	5
46	【主】奇冤40	16.67	16.18999	13.81	2	326	QiaoFeng	那日我与$R分开，去找我的养父母，岂知我未赶到两人已遭人毒手，我更被少林弟子误认为凶手。	5
						-1	MainPlayer	原来如此，我也相信乔大哥绝非滥杀之人。	5
						326	QiaoFeng	而后的事情想必你已经听过了，恩师玄苦大师也遭人毒手。	5
						-1	MainPlayer	玄苦大师与人为善，受人敬仰，为何有人要加害于他呢？	5
						326	QiaoFeng	我也想不明白，可负责给恩师煎药的小沙尼青松一口要定暗害师傅的人就是我。	5
						-1	MainPlayer	会不会是有人假冒乔大哥模样行凶，嫁祸于你。	5
						326	QiaoFeng	再后来我便遇到了易容成止清的阿朱。阿朱被大金刚掌力所伤，我这次来是找薛神医替她疗伤的。	5
47	【主】托付44	24.42	15.98999	13.83	2	327	abi	要是能把死人医活，那江湖上也不用学什么武功了，你杀一个，他救一个，你杀两个，他救一双，大伙儿可不是白累么了？	5
						-1	MainPlayer	你说的也真夸张。	5
						327	abi	这英雄大会是不是在一个聚贤庄的地方？	5
						-1	MainPlayer	是的，有什么不妥么？	5
						327	abi	我从公子爷那听过，这聚贤庄是游氏哥俩的庄子，他们号称游氏双雄。	5
48	【主】无趣51	55.87	20.81117	15.5	2	320	heiyiren	玄慈那老小子命人看着我，不让我下山，山上又没酒又没肉，快憋死我了。	5
						-1	MainPlayer	玄慈不是少林寺的主持方丈么，你怎么叫他老小子？	5
						320	heiyiren	你知道的还挺多，怎么，我是他师叔怎么不能叫？	5
						-1	MainPlayer	请问前辈怎么称呼？	5
						320	heiyiren	我法号灵隐，本来的名字已经记不得了，灵门是我师兄，可惜他一早就挂了，没人陪我玩。	5
						-1	MainPlayer	大师辈分如此之高，又有何人能拦着你的去路？ 	5
						320	heiyiren	嗨，别提了，藏经阁里有个扫地的老僧，我怎么都打不过他，只好……只好……，不说这个了。	5
49	【主】秘密54	37.49	20.83376	18.1	2	321	benyin	师傅圆寂时交代要照顾好灵隐师叔，他整日疯疯癫癫的到处乱跑。	5
						-1	MainPlayer	灵隐大师何以疯疯癫癫的，是有什么缘故？	5
						321	benyin	此事说来话长，灵隐师叔很有可能是大宋皇嗣，他开始的时候总吵着要见一个回鹘女。	5
						-1	MainPlayer	大宋皇嗣？莫非和皇室争斗有关？	5
						321	benyin	这我等就无从得知了，这事还望$R保密。	5
						-1	MainPlayer	那回鹘女又是怎么一回事？	5
						321	benyin	我曾派人找寻过师叔口中的回鹘女下落，但此女嫁给党项族人后离奇死亡，师叔多半因情而颠。	5
50	帮会日常活动				2	8	QiaoFeng	多谢各位朋友助拳，待拿到珍宝后将因功行赏，多劳者多得！	5
51	【主】爬塔19	-1	-1	-1	2	192	benyin	经过刚才一番的修炼，$R可悟到些什么？	5
						-1	MainPlayer	人生就像是爬塔，每一层都要努力突破方能看到下一层的景色。	5
						192	benyin	菩提本无树，明镜亦非台，$R能有明悟实在难得，但参悟佛家禅境还要更加努力。	5
52	【主】重入20	-1	-1	-1	2	192	benyin	$R这次悟到了什么？	5
						-1	MainPlayer	塔有尽而人生无尽世间之象皆轮回。	5
						192	benyin	没错，凡所有相，皆是虚妄，若见诸相非相，即见如来，老衲恭喜$R已入真我之境。	5
53	【主】宝贝40	60.76	18.9	51.64	2	200	abi	玄铁石可以强化装备，方法和用装备强化一样。打开强化功能，选中要强化的装备，然后勾选强化石点击强化按钮就可以了。	5
						-1	MainPlayer	这么好的东西，看来我以后要多弄些了。	5
						200	abi	其实装备不只可以强化，还可以打星，不过打星对装备的品质是有要求的。这次就给你讲这么多吧，说多了你也消化不了，以后慢慢领悟吧。	5
						-1	MainPlayer	多谢阿朱姐姐！	5
54	单人副本-雁门关5	-1	-1	-1	-1	58	heiyiren2	说出秘籍的下落，我可以放你一马，否则你休想活着离开这里!	5
						856	heiyiren2	就算拼了这条命也不会让你得逞，放马过来吧！	5
55	【主】比武	-1	-1	-1	-1	855	jiumozhi	不是小僧狂妄，以阁下目前的武功，还不配做小僧的对手！	5
						-1	MainPlayer	俗话说的好，拳怕少壮，打败你是迟早的事。	5
						855	jiumozhi	哈哈，你还是劝天龙寺的和尚把六脉神剑交出来吧，否则小僧要大开杀戒了。	5
56	【主】锄奸	-1	-1	-1	-1	901	heiyiren	主上果然神机妙算，又一个鱼儿上钩了。	5
						-1	MainPlayer	你们这些武林败类，做了走狗还在这里犬吠。	5
						901	heiyiren	既然来了，就别走了！小的们!抓活的，主上有赏。	5
57	拜堂成亲	-1	-1	-1	-1	848	zhongwanchou	吉时到！婚礼现在开始！	5
						848	zhongwanchou	一拜天地！	5
						848	zhongwanchou	二拜高堂！	5
						848	zhongwanchou	夫妻对拜！	5
						848	zhongwanchou	我宣布，这对新人在今天这个大好日子里正式结为夫妻，祝福他们！	5
58	珍珑棋局	-1	-1	-1	-1	762	zhongwanchou	来者何人？敢破珍珑棋局，应非是无名之辈。	3
						-1	MainPlayer	谁……谁在说话？是不是有人？	3
						762	zhongwanchou	别找了，你看不到我的，这是传音入密大法。	3
						-1	MainPlayer	你莫非就是人称‘活死人’的逍遥前辈无崖子？	3
						762	zhongwanchou	想不到小小年纪倒有眼力见识。	3
						762	zhongwanchou	这珍珑大阵是我穷其毕生所创，变幻万千，好自为之。	3
						-1	MainPlayer	请前辈助我破阵。	3
						762	zhongwanchou	境由心生，保持灵台清明，收拾了这些棋子，转机立现。	3
59	结婚巡游	-1	-1	-1	-1	935	LaiFu	老爷夫人坐稳了，咱们这就启程开始巡游啦！	7
						44	pingpopo	哎呀，这是谁家的新娘子，真漂亮，新郎真有福气！	7
						8	QiaoFeng	我应该给阿朱一个这样的婚礼，才不负她对我一片痴情。	7
						60	mafuren	哼，乔峰，我康敏早晚让你拜倒在我的石榴裙下，也这样风风光光的娶我。	7
						218	wangyuyan	新娘子好幸福，要是表哥也能待我这般就好了。	7
						33	DuanYu	王姑娘似乎有心事，不知道她心里有没有我。	7
						9	CaiFeng	结婚真好玩，我也要快快长大，可是选谁当新郎官呢？	7
						196	abi	哇，新郎可真帅！	7
						200	azhu	呵呵，莫非妹妹思春啦？羞羞	7
60	【感恩节】礼拜	59.17	-1	19.55	2	12	abi	感恩礼拜开始~	3
						-1	MainPlayer	一.感谢天地给予我生命，让我体验缤纷多彩的生活	3
						-1	MainPlayer	二.感谢父母与师尊对我的教导，让我了解万物的神奇	3
						-1	MainPlayer	三.感谢朋友对我的帮助，让我失落时看到希望	3
						-1	MainPlayer	四.感谢爱我和我爱的人与我相遇，让我尝尽世间的爱恨情仇	3
						12	abi	礼拜结束~	3
